Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,251,-723,338,201,-1690,-1829,538,38,-257
  └─ Profit from operations,556,716,375,-222,-690,-1105,6,257,525
  └─ Receivables,-1034,-108,-99,1131,65,35,-42,-437,-561
  └─ Inventory,-4,7,-1,11,-1,2,0,-1,0
  └─ Payables,3585,-2278,398,-317,-504,-688,1482,854,-335
  └─ Loans Advances,-5,-10,-10,9,-0,-1,0,0,-0
  └─ Other WC items,-2769,1052,-246,-351,-554,-56,-872,-511,212
  └─ Working capital changes,-227,-1338,42,484,-994,-708,568,-95,-684
  └─ Direct taxes,-77,-106,-128,-61,-16,-22,28,-75,-51
  └─ Other operating items,-1,0,0,0,0,0,0,0,-48
  └─ Exceptional CF items,0,5,49,0,10,6,-63,-49,0
Cash from Investing Activity,-15,-924,1018,409,949,-12,-5,-75,-107
  └─ Fixed assets purchased,-18,-10,-18,-16,-13,-9,-1,-4,-11
  └─ Fixed assets sold,0,1,2,1,3,0,0,1,0
  └─ Investments purchased,0,-0,-190,0,0,0,0,-549,0
  └─ Investments sold,0,0,190,0,0,0,0,550,0
  └─ Interest received,1,5,264,244,48,4,8,9,15
  └─ Loans to subsidiaries,0,-1803,0,0,0,0,0,0,0
  └─ Acquisition of companies,0,-0,-3,0,0,0,0,0,0
  └─ Other investing items,3,883,772,180,912,-7,-12,-82,-112
Cash from Financing Activity,-141,1972,-1313,-853,978,1431,-286,317,103
  └─ Proceeds from shares,0,0,0,0,1090,0,1475,7,1
  └─ Proceeds from borrowings,0,2888,21,77,18,1584,895,675,622
  └─ Repayment of borrowings,-131,-845,-1024,-833,-51,-4,-2433,-240,-358
  └─ Interest paid fin,-10,-71,-188,-93,-75,-143,-216,-116,-154
  └─ Dividends paid,0,0,-116,0,0,0,0,0,0
  └─ Financial liabilities,0,0,-5,-5,-4,-5,-7,-9,-8
  └─ Other financing items,-0,0,0,0,0,0,0,0,0
Net Cash Flow,95,325,43,-243,238,-410,248,280,-261
  └─ Free Cash Flow,233,-732,323,185,-1700,-1838,538,34,-268
  └─ CFO/OP,61%,-94%,142%,-70%,185%,161%,-6962%,43%,-68%
