Metric,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity,-5,-6,12,-8,,92,120,-60
  └─ Profit from operations,3,10,18,12,,23,18,20
  └─ Receivables,-9,-12,-9,-29,,-11,76,-34
  └─ Inventory,-0,-5,-1,-8,,47,-4,4
  └─ Payables,4,12,-5,18,,12,-0,29
  └─ Loans Advances,-3,-10,4,-1,,-0,-0,-0
  └─ Other WC items,-0,-0,6,-0,,22,30,-78
  └─ Working capital changes,-9,-16,-6,-20,,69,102,-79
  └─ Direct taxes,-0,-0,-0,-0,,-1,-0,-2
  └─ Exceptional CF items,0,0,-0,-0,,-0,-0,-0
Cash from Investing Activity,-5,-9,-9,-1,,-58,-202,46
  └─ Fixed assets purchased,-6,-6,-8,-2,,-5,-5,-5
  └─ Fixed assets sold,0,0,0,0,,1,0,-0
  └─ Investments purchased,-0,-5,-0,-0,,-55,-203,-0
  └─ Investments sold,1,-0,0,0,,-0,-0,77
  └─ Interest received,-0,-0,0,0,,0,1,4
  └─ Other investing items,-0,2,-1,-0,,1,4,-30
Cash from Financing Activity,10,15,-3,9,,-41,83,15
  └─ Proceeds from shares,-0.00,7.25,-0.00,-0.00,,1.81,133.98,10.97
  └─ Proceeds from borrowings,10.76,12.14,3.41,16.10,,-0.00,-0.00,8.48
  └─ Repayment of borrowings,-0.00,-1.19,-0.00,-0.00,,-31.17,-42.49,-0.00
  └─ Interest paid fin,-0.00,-0.00,-5.41,-6.44,,-10.37,-6.58,-4.12
  └─ Dividends paid,-0.46,-1.18,-0.51,-0.51,,-0.00,-0.00,-0.00
  └─ Other financing items,-0.00,-2.46,-0.07,-0.08,,-1.08,-2.30,-0.00
Net Cash Flow,-0,-1,1,-0,,-7,0,1
  └─ Free Cash Flow,-11,-12,4,-10,,87,115,-65
  └─ CFO/OP,-108%,-66%,100%,-74%,,421%,736%,-480%
