Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,4,-11,-5,-69,0
  └─ Profit from operations,,6.82,12.14,16.49,19.50,0.00
  └─ Receivables,,-19.80,-5.86,-34.92,8.54,0.00
  └─ Inventory,,5.05,-4.57,-5.67,-51.49,0.00
  └─ Payables,,1.54,-3.44,29.80,-12.68,0.00
  └─ Loans Advances,,-1.08,-0.92,-7.22,-33.61,0.00
  └─ Other WC items,,14.20,-5.72,0.30,5.32,0.00
  └─ Working capital changes,,-0.09,-20.50,-17.72,-83.91,0.00
  └─ Direct taxes,,-2.23,-2.43,-3.59,-5.04,0.00
Cash from Investing Activity,,-4,-6,-20,-5,0
  └─ Fixed assets purchased,,-2.04,-3.86,-17.01,-6.42,0.00
  └─ Investments purchased,,-1.93,-1.88,-2.06,0.00,0.00
  └─ Investments sold,,0.00,0.00,0.00,0.88,0.00
  └─ Other investing items,,0.00,0.04,-0.59,0.95,0.00
Cash from Financing Activity,,0,17,25,82,0
  └─ Proceeds from borrowings,,0.85,17.44,25.88,83.53,0.00
  └─ Repayment of borrowings,,-0.57,0.00,0.00,0.00,0.00
  └─ Dividends paid,,0.00,0.00,-1.06,-1.59,0.00
Net Cash Flow,,1,1,0,8,0
  └─ Free Cash Flow,,2,-15,-22,-76,0
  └─ CFO/OP,,87%,-78%,-7%,-344%,0%
