Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Cash from Operating Activity,0,2,-1,-1,-8
  └─ Profit from operations,-0.15,1.55,2.87,2.48,1.94
  └─ Receivables,7.31,1.77,-0.36,5.19,-13.72
  └─ Payables,-8.32,-2.76,-1.21,-1.28,4.77
  └─ Loans Advances,-0.02,-0.04,-0.07,0.09,-0.10
  └─ Other WC items,0.49,1.16,0.31,-6.83,-0.26
  └─ Working capital changes,-0.54,0.14,-1.33,-2.83,-9.30
  └─ Direct taxes,0.94,0.19,-2.63,-0.55,-0.28
Cash from Investing Activity,1,0,-0,-0,-1
  └─ Fixed assets purchased,-0.01,-0.01,-0.03,-0.22,-0.48
  └─ Investments purchased,0.00,0.00,0.00,-0.01,0.00
  └─ Investments sold,0.13,0.00,0.00,0.00,0.00
  └─ Interest received,0.05,0.03,0.06,0.10,0.06
  └─ Redemp n Canc of Shares,0.00,0.00,0.00,0.00,0.05
  └─ Other investing items,0.34,0.20,-0.23,-0.05,-0.97
Cash from Financing Activity,-1,-1,0,3,9
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,10.92
  └─ Proceeds from borrowings,0.10,0.17,0.55,3.06,1.37
  └─ Repayment of borrowings,-0.82,-0.55,-0.14,0.00,-0.21
  └─ Interest paid fin,-0.54,-0.44,-0.40,-0.45,-0.96
  └─ Other financing items,0.00,0.00,0.00,0.00,-1.83
Net Cash Flow,-1,1,-1,2,0
  └─ Free Cash Flow,0,2,-1,-1,-8
  └─ CFO/OP,-99%,134%,54%,-15%,-461%
