Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,28,66,79,6,66,109,107,177
  └─ Profit from operations,78,78,98,100,151,185,188,223
  └─ Receivables,-23,-7,-14,-20,-7,-39,-43,-5
  └─ Inventory,-5,-0,-5,-61,-27,15,-40,-33
  └─ Payables,-12,13,17,10,-25,-4,9,36
  └─ Other WC items,0,0,0,0,0,-4,38,9
  └─ Working capital changes,-41,6,-2,-71,-59,-33,-36,6
  └─ Direct taxes,-9,-17,-17,-19,-26,-43,-44,-52
  └─ Other operating items,0,0,0,-4,0,0,0,0
Cash from Investing Activity,-53,19,-5,-30,-12,-36,-126,-156
  └─ Fixed assets purchased,-46,-172,-7,-14,-26,-19,-108,-192
  └─ Fixed assets sold,0,148,1,1,0,5,0,12
  └─ Investments purchased,0,0,0,-6,0,0,0,-0
  └─ Investments sold,2,34,0,0,4,2,0,22
  └─ Interest received,0,0,0,0,0,4,5,1
  └─ Invest in subsidiaries,0,-1,-0,0,0,0,0,0
  └─ Other investing items,-10,10,0,-10,9,-28,-24,0
Cash from Financing Activity,22,-80,-64,17,-36,-4,-4,-3
  └─ Proceeds from borrowings,46.34,0.00,0.00,34.83,0.00,0.00,0.00,0.00
  └─ Repayment of borrowings,-16.27,-71.13,-60.92,-14.57,-32.52,-1.45,0.00,0.00
  └─ Interest paid fin,-7.61,-9.30,-3.50,-3.12,-3.31,-2.50,-3.92,-3.45
Net Cash Flow,-2,5,9,-6,18,69,-23,18
  └─ Free Cash Flow,-17,42,73,-8,40,95,0,-2
  └─ CFO/OP,46%,104%,97%,24%,59%,83%,82%,104%
