Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-6,3,-10,-51,12
  └─ Profit from operations,4.22,9.19,15.65,18.56,16.69
  └─ Receivables,-1.72,-6.19,0.00,-12.85,-4.75
  └─ Inventory,1.89,-7.62,0.00,-13.21,-7.42
  └─ Payables,0.67,3.73,0.00,-3.48,4.35
  └─ Other WC items,-11.42,3.65,-26.71,-40.83,4.45
  └─ Working capital changes,-10.59,-6.42,-26.71,-70.37,-3.38
  └─ Direct taxes,0.00,0.00,-1.99,-3.10,-1.75
  └─ Other operating items,0.00,0.00,3.00,3.54,0.00
Cash from Investing Activity,-9,-28,1,-4,-13
  └─ Fixed assets purchased,-5.80,-18.36,-19.66,-7.95,-24.25
  └─ Fixed assets sold,0.00,0.00,12.77,1.94,7.68
  └─ Capital WIP,-0.59,-8.67,0.00,0.00,-2.16
  └─ Investments purchased,-2.52,-0.17,0.00,0.00,0.00
  └─ Investments sold,0.00,0.01,0.00,0.00,0.00
  └─ Interest received,0.02,0.42,0.00,0.00,7.13
  └─ Other investing items,-0.13,-0.94,7.83,2.33,-1.70
Cash from Financing Activity,15,25,10,62,-4
  └─ Proceeds from shares,12.00,0.00,0.00,6.40,0.00
  └─ Proceeds from debentures,0.00,0.00,0.00,33.08,0.00
  └─ Proceeds from borrowings,4.15,24.66,13.13,29.35,3.83
  └─ Interest paid fin,-0.67,0.00,0.00,0.00,-7.33
  └─ Other financing items,0.00,0.72,-3.60,-6.85,-0.14
Net Cash Flow,0,0,0,7,-5
  └─ Free Cash Flow,-13,-24,-17,-57,-7
  └─ CFO/OP,-130%,25%,-48%,-220%,79%
