Metric,Mar 2012,Mar 2013
Cash from Operating Activity,-5.51,-1.18
  └─ Profit from operations,0.07,0.18
  └─ Payables,5.28,-5.27
  └─ Loans Advances,-10.73,3.92
  └─ Other WC items,-0.13,-0.01
  └─ Working capital changes,-5.58,-1.36
Cash from Investing Activity,-19.97,1.30
  └─ Investments purchased,-19.97,0.00
  └─ Investments sold,0.00,1.30
Cash from Financing Activity,25.88,0.05
  └─ Proceeds from shares,26.09,0.00
  └─ Proceeds from borrowings,0.00,0.05
  └─ Other financing items,-0.21,0.00
Net Cash Flow,0.40,0.17
  └─ Free Cash Flow,-5.51,-1.18
  └─ CFO/OP,-7871%,-656%
