Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,14,21,9,7,16,22,10,31,19,45,62
  └─ Profit from operations,18,28,11,21,23,21,20,35,29,58,66
  └─ Receivables,-0,-2,-6,-15,-3,9,-7,-7,-6,-3,-8
  └─ Inventory,-9,-2,6,3,4,-8,-3,9,-21,-31,6
  └─ Payables,2,-3,5,1,3,1,1,6,10,10,10
  └─ Loans Advances,1,-0,-0,0,-0,0,0,0,0,0,0
  └─ Other WC items,5,3,-3,1,-2,6,4,-7,10,10,-9
  └─ Working capital changes,-1,-4,2,-10,2,8,-5,2,-8,-14,-2
  └─ Direct taxes,-3,-3,-4,-5,-9,-6,-5,-6,-2,0,-3
Cash from Investing Activity,-49,-1,-5,-2,1,-1,-12,-58,-86,-34,-34
  └─ Fixed assets purchased,-51.39,-2.50,-2.51,-4.39,-4.77,-4.55,-7.85,-63.20,-104.24,-38.16,-29.62
  └─ Fixed assets sold,0.35,0.36,0.00,0.00,0.00,0.00,0.00,0.00,8.39,0.84,0.64
  └─ Investments purchased,-0.07,0.00,-2.75,0.00,0.00,0.00,-10.00,0.00,0.00,0.00,-5.28
  └─ Investments sold,0.00,0.31,0.00,2.33,4.43,2.53,0.00,0.00,0.00,0.00,0.00
  └─ Interest received,2.57,0.37,0.19,0.22,1.01,1.40,1.19,1.23,1.21,1.98,1.69
  └─ Dividends received,0.02,0.00,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.04,0.04
  └─ Other investing items,0.00,0.00,0.00,0.00,0.00,0.00,4.87,3.61,9.10,1.72,-1.17
Cash from Financing Activity,9,-21,-3,3,-10,-2,-1,30,65,-10,-30
  └─ Proceeds from borrowings,0.20,0.00,1.22,4.77,0.00,1.94,3.90,35.64,80.08,24.70,14.33
  └─ Repayment of borrowings,0.00,-16.52,-0.03,0.00,-6.00,-0.05,0.00,0.00,-2.78,-18.08,-28.03
  └─ Interest paid fin,-1.26,-0.90,-0.20,-0.22,-0.56,-0.44,-0.39,-0.77,-7.75,-12.05,-10.89
  └─ Dividends paid,-3.97,-2.69,-2.96,-1.61,-3.23,-3.23,-3.23,-3.23,-3.76,-3.76,-3.76
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,0.00,-1.27,-1.27,-1.27,-1.27,-1.32
  └─ Other financing items,14.31,-0.55,-0.60,-0.33,-0.66,0.00,-0.05,-0.06,0.00,0.00,0.00
Net Cash Flow,-25,-1,2,7,6,20,-3,3,-2,1,-2
  └─ Free Cash Flow,-37,19,7,2,11,18,2,-32,-77,7,33
  └─ CFO/OP,96%,91%,199%,43%,91%,138%,90%,119%,52%,81%,103%
