Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2015,Mar 2016,Mar 2017,Mar 2018
Cash from Operating Activity,,,,,,-3,-4,-22,-24
  └─ Profit from operations,,,,,,13,37,40,65
  └─ Receivables,,,,,,0,-29,-95,-66
  └─ Inventory,,,,,,-2,-10,-55,-27
  └─ Payables,,,,,,6,18,0,0
  └─ Loans Advances,,,,,,0,0,-0,-0
  └─ Other WC items,,,,,,-19,-20,88,4
  └─ Working capital changes,,,,,,-15,-41,-62,-90
  └─ Exceptional CF items,,,,,,-1,0,0,0
Cash from Investing Activity,,,,,,-4,-12,-3,-11
  └─ Fixed assets purchased,,,,,,-4.71,-12.16,-5.30,-6.44
  └─ Fixed assets sold,,,,,,0.52,6.35,0.05,0.00
  └─ Interest received,,,,,,0.80,0.28,2.13,1.92
  └─ Acquisition of companies,,,,,,0.00,-0.49,0.00,0.00
  └─ Other investing items,,,,,,-0.52,-6.24,-0.12,-6.20
Cash from Financing Activity,,,,,,8,18,24,36
  └─ Proceeds from shares,,,,,,16,27,3,8
  └─ Proceeds from borrowings,,,,,,5,-58,52,66
  └─ Repayment of borrowings,,,,,,-9,60,-11,-7
  └─ Interest paid fin,,,,,,-6,-9,-21,-29
  └─ Dividends paid,,,,,,0,-2,0,-2
  └─ Other financing items,,,,,,1,0,0,0
Net Cash Flow,,,,,,1,2,-1,1
  └─ Free Cash Flow,,,,,,-7,-10,-27,-31
  └─ CFO/OP,,,,,,-21%,-12%,-46%,-32%
