Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,133,-7,-52,102,132,135,60,20,355,467,325
  └─ Profit from operations,30,65,84,103,117,136,218,273,300,537,698
  └─ Receivables,25,-92,9,39,-41,-181,351,-198,19,-158,-49
  └─ Inventory,-54,17,-62,-59,4,101,-368,87,-650,-576,-448
  └─ Payables,271,-72,-57,13,137,103,-110,7,794,609,314
  └─ Loans Advances,-135,38,-17,19,1,-3,13,-75,-20,79,73
  └─ Other WC items,0,43,-4,-11,-82,-13,-22,-36,-50,48,-164
  └─ Working capital changes,107,-65,-129,1,18,7,-135,-215,93,2,-273
  └─ Direct taxes,-4,-7,-7,-2,-3,-8,-22,-38,-38,-72,-100
Cash from Investing Activity,-14,11,-68,-15,-32,-8,-46,-199,-297,-217,-186
  └─ Fixed assets purchased,-36,-45,-68,-24,-39,-24,-73,-209,-318,-238,-106
  └─ Fixed assets sold,0,0,0,0,0,0,0,0,0,0,0
  └─ Investments purchased,0,0,-11,-1,-2,-1,0,-2,-1,-7,-114
  └─ Investments sold,7,26,0,1,0,0,14,2,2,3,0
  └─ Interest received,22,21,11,8,10,15,14,11,23,27,32
  └─ Loans to subsidiaries,-19,0,-2,0,0,0,0,0,0,0,0
  └─ Other investing items,11,10,1,1,-1,2,-1,-1,-2,-2,1
Cash from Financing Activity,-49,33,3,-98,-83,-127,60,143,2,-247,-131
  └─ Proceeds from shares,0,0,0,0,45,0,45,41,0,0,0
  └─ Proceeds from borrowings,0,27,35,27,0,10,128,239,163,149,154
  └─ Repayment of borrowings,-26,-0,-9,-61,-51,-86,-24,-61,-43,-210,-114
  └─ Interest paid fin,-25,-34,-50,-65,-77,-51,-45,-77,-118,-186,-171
  └─ Other financing items,2,40,27,0,0,0,-45,0,0,0,0
Net Cash Flow,69,36,-118,-12,16,0,74,-37,61,4,8
  └─ Free Cash Flow,97,-53,-120,78,93,111,-13,-190,37,230,220
  └─ CFO/OP,259%,-1%,-43%,88%,113%,102%,37%,22%,133%,102%,63%
