Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,552,907,794,796,845,1280,1392,955,1558,2724,2287,2828
  └─ Profit from operations,786,1223,1307,1401,1433,1616,1736,1928,2048,2798,3220,3742
  └─ Receivables,-68,-101,-71,-148,-127,-38,-176,-123,-84,-144,-156,-368
  └─ Inventory,-41,49,-82,-64,-136,0,-279,-460,-143,389,-278,-61
  └─ Payables,-13,17,15,130,31,42,355,76,32,103,239,131
  └─ Loans Advances,5,5,0,4,3,-6,-0,-1,-11,-9,-9,-0
  └─ Other WC items,58,29,-3,-99,50,59,127,-3,128,236,4,247
  └─ Working capital changes,-59,-1,-140,-177,-179,57,27,-510,-79,574,-201,-51
  └─ Direct taxes,-175,-314,-373,-428,-409,-393,-371,-462,-412,-648,-733,-862
Cash from Investing Activity,-436,-491,-879,39,-513,103,-1688,-558,-899,-1769,-1542,-1224
  └─ Fixed assets purchased,-410,-170,-133,-273,-263,-467,-354,-375,-505,-559,-452,-593
  └─ Fixed assets sold,1,5,11,1,9,23,2,1,8,6,4,4
  └─ Investments purchased,-1513,-2308,-3157,-2169,-2310,-1439,-2932,-101,-1851,-2708,-4499,-6386
  └─ Investments sold,1422,2050,2496,2458,2079,1910,3639,170,1448,1421,3419,5831
  └─ Interest received,11,4,6,7,9,12,17,5,5,12,15,18
  └─ Dividends received,0,2,7,16,10,12,1,1,1,0,0,6
  └─ Investment in group cos,0,0,0,0,0,0,0,0,0,0,0,-45
  └─ Redemp n Canc of Shares,0,0,0,0,0,0,0,0,0,67,0,0
  └─ Acquisition of companies,0,0,0,0,0,0,0,0,0,0,-13,0
  └─ Other investing items,53,-73,-108,-1,-47,52,-2061,-259,-4,-9,-16,-59
Cash from Financing Activity,-165,-371,41,-790,-361,-849,-76,-468,-656,-742,-918,-1673
  └─ Proceeds from shares,0,0,0,0,0,0,0,0,0,0,2,1
  └─ Proceeds from borrowings,12,7,6,4,1,33,28,103,0,0,35,0
  └─ Repayment of borrowings,0,5,-1,-4,-10,0,-11,-18,-81,-13,0,-18
  └─ Interest paid fin,-16,-13,-14,-16,-17,-25,-29,-33,-48,-37,-34,-54
  └─ Dividends paid,-162,-403,-32,-293,-363,-825,-1,-432,-508,-560,-813,-1526
  └─ Financial liabilities,0,0,0,0,0,-34,-34,-49,-36,-82,-80,-65
  └─ Other financing items,0,34,81,-481,29,3,-29,-39,16,-51,-27,-10
Net Cash Flow,-49,45,-45,46,-29,533,-372,-71,2,212,-173,-68
  └─ Free Cash Flow,143,742,671,524,591,836,1040,581,1060,2171,1839,2239
  └─ CFO/OP,94%,104%,92%,91%,91%,106%,105%,76%,99%,124%,100%,105%
