Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,11.47,-43.73,-6.09,-2.66
  └─ Profit from operations,1.75,-0.75,-1.84,0.07
  └─ Receivables,4.99,29.31,24.99,-10.73
  └─ Inventory,0.55,-15.32,-14.23,0.78
  └─ Payables,4.73,-56.55,-14.95,7.25
  └─ Working capital changes,10.27,-42.57,-4.19,-2.70
  └─ Direct taxes,-0.54,-0.41,-0.06,-0.02
Cash from Investing Activity,-11.82,-25.07,-43.88,-44.10
  └─ Fixed assets purchased,-17.74,-24.90,-44.48,-45.27
  └─ Investments purchased,0.00,-0.13,0.00,0.00
  └─ Investments sold,10.46,0.00,0.53,1.13
  └─ Interest received,0.08,0.36,0.38,0.53
  └─ Other investing items,-4.62,-0.40,-0.30,-0.49
Cash from Financing Activity,1.10,68.00,50.07,46.77
  └─ Proceeds from borrowings,0.00,68.35,54.43,49.76
  └─ Repayment of borrowings,-9.52,0.00,0.00,0.00
  └─ Interest paid fin,-0.35,-0.35,-0.15,-0.11
  └─ Dividends paid,0.00,0.00,-3.99,0.00
  └─ Other financing items,10.98,0.00,-0.22,-2.88
Net Cash Flow,0.75,-0.81,0.09,0.01
  └─ Free Cash Flow,-6.27,-68.63,-50.57,-47.93
  └─ CFO/OP,356%,4420%,324%,394%
