Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,37,-17,136,85,70,357,77,34,101,-39,52,223
  └─ Profit from operations,66,120,209,208,260,275,168,251,407,435,503,494
  └─ Receivables,-66,-126,-70,-42,-122,72,-21,-156,-13,-280,-605,-105
  └─ Inventory,-71,-103,-17,-43,-75,-13,4,-11,13,-13,1,-19
  └─ Payables,94,126,10,131,87,26,-93,106,91,185,95,19
  └─ Loans Advances,-7,-33,-11,-13,-8,1,0,0,13,0,0,0
  └─ Other WC items,34,14,38,-131,-29,33,28,-129,-392,-360,100,-95
  └─ Working capital changes,-16,-121,-50,-99,-147,119,-83,-191,-288,-467,-409,-199
  └─ Direct taxes,-12,-16,-24,-24,-43,-37,-8,-25,-17,-6,-42,-71
Cash from Investing Activity,-55,-71,-120,-414,-16,-277,-122,-23,-61,-152,-9,-153
  └─ Fixed assets purchased,-73,-80,-112,-141,-224,-265,-113,-102,-92,-85,-103,-175
  └─ Fixed assets sold,0,2,0,4,0,1,1,2,4,0,7,3
  └─ Investments purchased,-0,0,-4,0,-0,-1,-1,0,0,0,-2,-4
  └─ Investments sold,0,5,0,1,0,0,0,0,1,0,0,0
  └─ Interest received,4,4,8,18,35,22,15,10,11,12,10,9
  └─ Investment in group cos,0,0,0,0,0,0,0,0,0,-5,-1,0
  └─ Redemp n Canc of Shares,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Other investing items,13,-2,-11,-296,173,-33,-25,67,16,-75,79,13
Cash from Financing Activity,15,92,-9,331,-38,-3,-53,1,-34,182,2,-43
  └─ Proceeds from shares,2,63,60,400,0,0,0,0,0,322,0,0
  └─ Proceeds from borrowings,28,63,20,37,88,127,51,108,86,112,251,184
  └─ Repayment of borrowings,0,0,-46,-39,-69,-51,-33,-44,-47,-153,-161,-129
  └─ Interest paid fin,-15,-31,-42,-39,-49,-66,-67,-62,-83,-99,-84,-95
  └─ Dividends paid,0,0,0,-3,-8,-8,0,0,0,0,0,0
  └─ Financial liabilities,0,0,0,0,0,-4,-4,-2,-2,-1,-3,-4
  └─ Other financing items,0,-2,-1,-25,0,0,0,0,12,0,0,0
Net Cash Flow,-3,4,7,2,17,78,-98,12,7,-10,45,27
  └─ Free Cash Flow,-35,-95,23,-52,-154,93,-35,-65,12,-123,-44,52
  └─ CFO/OP,78%,-2%,78%,54%,45%,154%,63%,27%,33%,-10%,25%,69%
