Metric,Mar 2006,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019
Cash from Operating Activity,9,19,23,-27,-4,8,8,12,6,14,8
  └─ Profit from operations,10,29,26,13,-5,3,18,25,24,42,52
  └─ Receivables,-4,-15,-6,-8,-4,-4,-6,-14,-16,-4,-8
  └─ Inventory,-3,-15,-2,-32,-4,-11,-16,-1,-16,-18,-40
  └─ Payables,8,23,8,4,6,18,13,-1,15,-5,15
  └─ Loans Advances,0,0,1,-1,-0,-1,-1,-1,0,0,0
  └─ Operating Deposits,0,0,0,0,0,0,0,0,1,1,-0
  └─ Other WC items,6,-0,-0,0,3,3,1,4,-2,-2,-2
  └─ Working capital changes,8,-6,0,-37,1,5,-9,-13,-19,-28,-36
  └─ Direct taxes,-1,-4,-4,-3,-0,-0,-1,0,1,0,-8
  └─ Exceptional CF items,-8,0,-0,-0,0,0,0,0,0,0,0
Cash from Investing Activity,-13,-15,-16,-10,-17,-55,-54,10,-26,-12,-31
  └─ Fixed assets purchased,-13.54,-15.51,-16.16,-9.95,-14.16,-39.10,-18.82,-41.07,-54.74,-15.61,-25.87
  └─ Fixed assets sold,0.24,0.14,0.10,0.05,0.06,0.12,0.44,0.11,0.08,0.68,0.03
  └─ Investments purchased,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investments sold,0.00,0.01,0.00,0.12,0.04,0.00,0.00,0.00,0.00,0.00,0.05
  └─ Interest received,0.07,0.10,0.06,0.22,0.28,3.09,7.98,6.62,4.07,0.55,0.54
  └─ Dividends received,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.06,0.05,0.03
  └─ Other investing items,0.00,0.00,0.00,0.00,-3.34,-19.23,-43.82,44.09,24.67,2.00,-5.35
Cash from Financing Activity,4,-4,-8,50,17,99,-8,15,-8,-10,24
  └─ Proceeds from shares,0.00,0.41,1.30,59.79,0.03,101.72,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from debentures,10.41,0.00,1.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,3.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.15,18.02
  └─ Repayment of borrowings,0.00,0.00,0.00,-1.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest paid fin,-6.63,-5.83,-7.31,-6.66,-6.70,-8.79,-9.94,-10.74,-11.82,-9.61,-11.50
  └─ Dividends paid,-0.06,-1.78,-2.98,-1.52,0.00,0.00,-0.02,-0.03,-0.03,-0.05,-0.03
  └─ Other financing items,0.00,0.00,0.28,0.00,23.63,5.94,1.72,25.89,3.48,-10.21,17.19
Net Cash Flow,-1,-0,-1,13,-4,52,-54,37,-28,-8,1
  └─ Free Cash Flow,-4,4,7,-37,-18,-31,-10,-29,-49,-1,-18
  └─ CFO/OP,407%,78%,102%,-187%,71%,316%,53%,49%,22%,36%,30%
