Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2017
Cash from Operating Activity,0,-2,-10,-8,-15,-46,16,-6,-17,
  └─ Profit from operations,0.00,-0.13,0.58,0.94,2.45,4.49,7.45,7.45,6.77,0.00
  └─ Receivables,0.00,1.95,-6.08,-5.30,-6.46,-5.05,2.36,0.15,-1.50,0.00
  └─ Inventory,0.00,0.00,-8.47,-3.11,-12.62,-7.67,-2.47,-5.55,-11.10,0.00
  └─ Payables,0.00,0.00,4.89,-0.83,1.73,0.62,-1.27,0.40,1.78,0.00
  └─ Loans Advances,0.00,0.00,0.00,0.00,0.00,0.00,2.86,-7.10,0.00,0.00
  └─ Operating borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00
  └─ Other WC items,0.00,-4.08,-0.96,0.44,0.33,-38.72,8.50,-0.73,-10.13,0.00
  └─ Working capital changes,0.00,-2.13,-10.62,-8.79,-17.03,-50.82,9.97,-12.82,-20.69,0.00
  └─ Direct taxes,0.00,0.00,0.00,0.00,0.00,0.00,-1.52,-0.89,-3.27,0.00
Cash from Investing Activity,0,3,-0,-0,-4,-5,-13,-2,1,
  └─ Fixed assets purchased,0.00,-5.06,-10.68,-0.21,-0.10,-0.78,-8.80,-1.67,-4.45,0.00
  └─ Fixed assets sold,0.00,7.43,9.08,0.00,0.00,0.05,0.00,0.00,0.00,0.00
  └─ Investments purchased,0.00,0.00,0.00,0.00,0.00,0.00,-6.00,-0.75,-5.81,0.00
  └─ Investments sold,0.00,0.00,0.00,0.00,0.91,0.31,1.48,0.00,11.73,0.00
  └─ Other investing items,0.00,0.90,1.34,-0.24,-4.45,-4.99,0.00,0.00,0.00,0.00
Cash from Financing Activity,0,-1,10,8,18,53,-2,8,17,
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,6.83,57.64,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,0.00,9.79,8.24,2.06,0.00,1.48,9.55,35.46,0.00
  └─ Repayment of borrowings,0.00,-0.74,0.00,0.00,-4.51,-5.52,-2.03,0.00,-25.58,0.00
  └─ Proceeds from deposits,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest paid fin,0.00,0.00,0.00,0.00,0.00,0.00,-1.53,-1.56,7.10,0.00
  └─ Other financing items,0.00,0.00,0.00,0.00,13.83,0.78,-0.38,0.00,-0.27,0.00
Net Cash Flow,0,0,-1,-0,0,1,0,-1,1,
  └─ Free Cash Flow,0,0,-12,-8,-15,-47,7,-8,-22,
  └─ CFO/OP,0%,685%,-1377%,-445%,-334%,-1039%,248%,-143%,-215%,
