Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,9,-13,-6,-7,49,61
  └─ Profit from operations,16,17,8,10,59,81
  └─ Receivables,-5,-4,-20,-6,-18,-5
  └─ Inventory,0,-26,9,-12,12,-5
  └─ Payables,1,4,4,9,11,9
  └─ Working capital changes,-3,-26,-7,-9,5,-1
  └─ Interest paid,-1,-1,-3,-7,-13,-9
  └─ Direct taxes,-2,-3,-4,-1,-2,-10
Cash from Investing Activity,2,-13,-91,-32,-28,-72
  └─ Fixed assets purchased,-2,-15,-94,-35,-28,-72
  └─ Fixed assets sold,4,1,4,1,0,0
  └─ Other investing items,0,-0,-1,1,0,-0
Cash from Financing Activity,-12,30,95,37,-21,12
  └─ Proceeds from shares,0.00,0.00,3.36,10.09,0.00,0.00
  └─ Proceeds from borrowings,0.00,30.41,91.55,27.03,0.00,12.43
  └─ Repayment of borrowings,-12.08,0.00,0.00,0.00,-20.75,0.00
Net Cash Flow,-1,4,-2,-2,-0,2
  └─ Free Cash Flow,11,-26,-96,-40,21,-11
  └─ CFO/OP,87%,-63%,-35%,-65%,90%,96%
