Metric,Mar 2020,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,315,496,379,176,140
  └─ Profit from operations,,479,674,482,288,256
  └─ Receivables,,-80,41,-32,0,41
  └─ Inventory,,-10,-47,40,-42,-47
  └─ Payables,,3,-17,4,5,-4
  └─ Other WC items,,-78,-134,-6,-21,-47
  └─ Working capital changes,,-165,-157,6,-58,-57
  └─ Direct taxes,,0,-21,-109,-55,-60
Cash from Investing Activity,,-110,-290,-307,-246,-293
  └─ Fixed assets purchased,,-97,-100,-131,-264,-382
  └─ Fixed assets sold,,0,1,1,6,0
  └─ Investments purchased,,0,-195,-117,-890,-386
  └─ Investments sold,,31,0,0,924,473
  └─ Interest received,,1,4,2,0,3
  └─ Other investing items,,-46,-1,-63,-23,-1
Cash from Financing Activity,,-224,-212,-33,65,154
  └─ Proceeds from shares,,0,789,0,0,0
  └─ Redemption of debentures,,0,-840,0,0,0
  └─ Proceeds from borrowings,,2,21,59,97,239
  └─ Repayment of borrowings,,-16,-4,-21,-0,-12
  └─ Interest paid fin,,-198,-163,-3,-2,-10
  └─ Dividends paid,,0,0,-55,-12,-37
  └─ Financial liabilities,,-12,-15,-13,-17,-26
Net Cash Flow,,-19,-6,40,-5,1
  └─ Free Cash Flow,,218,397,249,-81,-242
  └─ CFO/OP,,67%,82%,106%,73%,83%
