Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-14.65,2.71,-3.94,1.46,4.20,10.29,-2.16,-0.69,12.87,-2.28,13.20,-4.56
  └─ Profit from operations,0.72,5.04,5.52,8.42,5.81,4.94,7.82,5.29,8.94,9.25,8.97,8.46
  └─ Receivables,14.11,-7.98,3.14,-5.16,1.18,1.28,2.36,-1.21,0.26,1.02,-2.52,1.51
  └─ Inventory,-27.78,-4.67,-7.95,1.87,-3.47,1.44,-3.37,-0.56,-6.15,-17.19,3.83,-16.98
  └─ Payables,-13.08,3.32,0.49,1.83,1.44,-0.20,-0.97,0.40,10.16,-6.97,1.44,8.09
  └─ Loans Advances,4.03,-2.77,-5.62,-1.75,-0.29,0.68,-3.03,-1.57,-2.52,3.67,-0.01,0.01
  └─ Other WC items,7.39,10.26,1.44,-2.72,1.09,2.84,-3.70,-2.23,2.89,11.18,2.60,-3.51
  └─ Working capital changes,-15.33,-1.83,-8.50,-5.94,-0.05,6.05,-8.71,-5.17,4.64,-8.30,5.34,-10.89
  └─ Direct taxes,-0.03,-0.50,-0.96,-1.02,-1.56,-0.70,-1.27,-0.81,-0.71,-3.23,-1.10,-2.13
Cash from Investing Activity,-1.79,3.76,-0.41,-0.19,-1.09,0.30,-0.08,-0.37,-0.47,-4.75,2.57,-0.51
  └─ Fixed assets purchased,0.00,0.00,-0.55,0.00,-0.64,-0.06,-0.15,-0.77,-0.16,-0.16,-0.01,-0.01
  └─ Fixed assets sold,0.00,0.00,0.14,0.00,0.10,0.00,0.05,0.23,0.00,0.00,0.04,0.00
  └─ Investments purchased,0.00,0.00,0.00,-0.51,0.00,0.00,0.00,-0.76,-0.94,-0.11,-1.08,-0.10
  └─ Investments sold,0.00,0.00,0.60,0.00,0.36,0.00,0.36,0.00,0.00,0.00,0.00,0.10
  └─ Interest received,0.98,0.91,0.19,0.34,0.37,0.39,0.44,0.72,0.85,0.35,0.30,0.31
  └─ Investment in group cos,-2.13,2.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,-0.64,0.60,-0.79,-0.02,-1.29,-0.04,-0.77,0.21,-0.21,-4.83,3.32,-0.81
Cash from Financing Activity,15.96,-2.65,-1.42,-2.07,-3.70,-6.53,3.93,1.29,-1.60,-6.59,-15.69,4.03
  └─ Proceeds from borrowings,2.26,0.88,4.93,1.54,0.00,2.83,7.84,3.89,2.53,0.00,0.00,12.56
  └─ Repayment of borrowings,13.78,-1.45,-3.84,0.00,-0.37,-5.87,-1.26,0.00,-1.24,-3.55,-12.93,-5.84
  └─ Interest paid fin,-0.09,-2.09,-2.51,-3.62,-3.33,-3.49,-2.65,-2.60,-2.89,-3.04,-2.76,-2.69
  └─ Other financing items,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,-0.48,3.82,-5.77,-0.81,-0.60,4.06,1.70,0.23,10.80,-13.62,0.08,-1.03
  └─ Free Cash Flow,-14.65,2.71,-4.35,1.46,3.66,10.23,-2.26,-1.23,12.71,-2.44,13.23,-4.57
  └─ CFO/OP,-2150%,64%,-54%,32%,99%,222%,-12%,2%,153%,10%,159%,-28%
