Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-39,-65,-68,-11,-33,57,119,149,6,42,12,64
  └─ Profit from operations,-93,-36,-4,-1,34,13,19,20,-5,-7,-4,24
  └─ Receivables,3,23,26,22,-43,12,6,-19,33,9,-2,-6
  └─ Inventory,-23,59,21,28,-0,-0,-4,2,-2,3,1,1
  └─ Payables,0,-112,-107,-22,27,-11,-6,15,-10,-21,-1,-2
  └─ Loans Advances,7,0,2,0,0,0,0,0,0,0,0,0
  └─ Other WC items,85,5,-9,-22,-34,55,104,120,4,37,4,60
  └─ Working capital changes,72,-25,-67,7,-51,56,99,117,25,28,2,53
  └─ Direct taxes,-18,-3,3,-16,-17,-12,0,12,-14,21,13,-12
Cash from Investing Activity,30,41,14,78,-4,-7,-83,-119,-37,5,14,-50
  └─ Fixed assets purchased,-18,-9,-24,-21,-14,-16,-6,-15,-12,-9,-9,-16
  └─ Fixed assets sold,0,1,1,2,2,1,0,0,0,4,0,0
  └─ Investments purchased,-4,-6,-0,-15,-2,0,0,0,0,0,0,0
  └─ Investments sold,25,21,27,36,3,2,11,0,0,0,0,0
  └─ Interest received,8,12,9,6,7,5,4,11,14,21,24,24
  └─ Dividends received,1,0,0,0,0,0,0,0,0,0,0,0
  └─ Invest in subsidiaries,0,0,0,0,0,0,0,0,0,0,0,-4
  └─ Investment in group cos,-9,-1,-2,0,0,0,0,0,0,0,0,0
  └─ Redemp n Canc of Shares,0,0,1,32,7,0,0,0,0,0,0,0
  └─ Other investing items,28,23,3,38,-6,1,-92,-116,-39,-11,-1,-54
Cash from Financing Activity,-1,36,19,-47,1,-27,0,-8,26,-56,48,4
  └─ Proceeds from shares,0.00,0.00,16.01,0.00,0.00,0.00,0.80,3.51,0.76,0.87,1.85,1.12
  └─ Proceeds from borrowings,1.91,40.35,15.83,12.38,3.25,0.00,1.71,0.00,29.70,0.00,46.88,5.25
  └─ Repayment of borrowings,-1.16,-1.85,-10.01,-17.99,0.00,-10.82,0.00,-10.63,0.00,-53.88,0.00,0.00
  └─ Interest paid fin,-1.24,-2.20,-3.25,-6.32,-2.62,-4.23,-1.60,-1.18,-1.30,-2.68,-2.69,-1.88
  └─ Dividends paid,-0.03,0.00,0.00,0.00,0.00,-11.50,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,-0.53,-0.59,-1.64,-0.06,-0.04,-0.42,-0.73
  └─ Share application money,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00
  └─ Other financing items,0.00,0.00,0.00,-34.68,0.00,0.00,0.00,1.92,-3.02,0.00,2.70,0.00
Net Cash Flow,-10,13,-36,20,-37,23,36,22,-5,-9,74,18
  └─ Free Cash Flow,-57,-73,-91,-31,-46,42,113,134,-6,37,3,48
  └─ CFO/OP,8%,670%,242%,108%,-117%,1180%,972%,924%,783%,153%,52%,374%
