Metric,Mar 2018,Mar 2019,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0,3,-0,8,16,-12
  └─ Profit from operations,10,13,27,35,53,48
  └─ Receivables,-10,-17,-33,-34,-57,-57
  └─ Inventory,-4,-4,4,-1,-10,2
  └─ Payables,4,15,3,8,57,6
  └─ Loans Advances,-1,0,-2,4,-8,0
  └─ Other WC items,1,-3,5,4,-9,-1
  └─ Working capital changes,-9,-9,-22,-20,-26,-50
  └─ Direct taxes,0,-1,-5,-7,-11,-9
Cash from Investing Activity,-4,2,-3,-1,-23,-25
  └─ Fixed assets purchased,-7.88,-1.71,-3.24,-3.19,-13.03,-22.15
  └─ Fixed assets sold,7.01,0.10,0.00,0.53,0.11,0.02
  └─ Interest received,0.42,0.80,0.37,0.75,1.08,1.57
  └─ Other investing items,-3.05,2.85,-0.23,1.38,-11.36,-4.77
Cash from Financing Activity,2,-4,4,-5,15,33
  └─ Proceeds from shares,0.00,0.00,5.46,0.00,15.14,0.13
  └─ Proceeds from borrowings,7.26,2.61,6.57,6.32,8.72,49.01
  └─ Repayment of borrowings,-0.11,0.00,-1.57,-2.88,0.00,-2.57
  └─ Interest paid fin,-5.09,-6.36,-6.96,-8.64,-8.72,-13.85
  └─ Dividends paid,0.00,0.00,0.00,-0.21,0.00,0.00
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,-0.13
  └─ Other financing items,0.00,0.00,0.00,0.05,0.13,-0.05
Net Cash Flow,-1,1,0,2,8,-4
  └─ Free Cash Flow,-1,1,-4,5,3,-34
  └─ CFO/OP,3%,28%,19%,42%,50%,-5%
