Metric,Mar 2016,Mar 2017,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,21,-8,99,71,60,141,140,65,39
  └─ Profit from operations,50,21,104,133,151,195,105,98,87
  └─ Receivables,-8,-4,6,-15,-35,-17,42,4,20
  └─ Inventory,3,10,0,-3,-104,18,94,-8,-10
  └─ Payables,-8,-20,-17,-13,65,-6,-58,1,-3
  └─ Other WC items,0,-13,17,5,16,30,-15,1,-28
  └─ Working capital changes,-14,-27,6,-25,-59,26,64,-2,-21
  └─ Interest paid,-9,-2,0,0,0,0,0,0,0
  └─ Direct taxes,-7,0,-11,-37,-32,-79,-28,-31,-26
Cash from Investing Activity,-9,-1,-38,-115,-1,-112,-20,-8,37
  └─ Fixed assets purchased,-6.81,-1.32,-8.06,-20.44,-14.41,-8.32,-20.03,-2.43,-6.34
  └─ Fixed assets sold,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.02,5.07
  └─ Investments purchased,-2.65,0.00,0.00,-12.00,-23.72,-9.87,-12.46,-47.66,0.00
  └─ Investments sold,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.12
  └─ Interest received,0.00,0.00,1.82,3.96,4.41,9.07,14.61,27.29,37.30
  └─ Other investing items,0.00,0.00,-31.37,-86.90,32.55,-103.14,-2.37,14.55,-1.17
Cash from Financing Activity,-12,11,-22,10,-51,-17,-17,-18,-11
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00
  └─ Proceeds from borrowings,-10.59,11.86,0.00,22.05,0.26,3.19,4.81,0.00,0.10
  └─ Repayment of borrowings,0.00,0.00,-5.98,-0.43,-42.32,-9.91,-8.42,-8.01,-1.32
  └─ Interest paid fin,0.00,0.00,-9.13,-4.59,-2.40,-2.03,-3.98,-0.75,-0.70
  └─ Dividends paid,-2.66,0.00,-4.14,-4.29,-5.15,-6.01,-6.87,-5.15,-5.15
  └─ Financial liabilities,0.00,0.00,-2.58,-2.57,-1.71,-1.99,-2.36,-3.67,-3.88
  └─ Other financing items,1.26,-1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,-0,2,40,-35,7,13,103,40,65
  └─ Free Cash Flow,14,-9,91,50,45,133,120,63,38
  └─ CFO/OP,63%,-35%,108%,82%,62%,122%,152%,105%,74%
