Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,47,36,23,4,-116,34,-15
  └─ Profit from operations,101,100,110,150,202,258,141
  └─ Receivables,-2,-54,-65,62,-119,-134,-4
  └─ Inventory,-17,7,-19,-51,16,40,-177
  └─ Payables,-0,1,3,-28,-7,7,18
  └─ Operating borrowings,0,0,0,0,0,0,46
  └─ Other WC items,-35,-19,-6,-87,-165,-75,-3
  └─ Working capital changes,-53,-64,-87,-103,-276,-162,-121
  └─ Direct taxes,-0,-0,-0,-42,-42,-62,0
  └─ Advance tax,0,0,0,0,0,0,-35
Cash from Investing Activity,-27,-8,-15,-21,-83,19,-60
  └─ Fixed assets purchased,-26,-8,-14,-9,-33,-6,-73
  └─ Fixed assets sold,0,0,0,1,9,0,0
  └─ Investments purchased,-0,-0,-0,-2,-8,-6,-3
  └─ Investments sold,0,0,0,0,0,0,8
  └─ Interest received,0,0,0,5,9,9,12
  └─ Other investing items,0,0,-1,-16,-60,22,-4
Cash from Financing Activity,-6,-11,3,38,176,1,-2
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,162.78,0.00,0.00
  └─ Proceeds from borrowings,0.70,0.00,0.55,41.68,25.26,15.34,22.20
  └─ Repayment of borrowings,-4.93,-11.64,0.00,0.00,0.00,0.00,0.00
  └─ Interest paid fin,-1.20,-0.44,-0.02,-3.84,-6.28,-8.43,-13.25
  └─ Dividends paid,0.00,0.00,0.00,0.00,-5.55,-5.55,-8.33
  └─ Financial liabilities,0.00,-0.49,0.00,0.00,0.00,0.00,0.00
  └─ Other financing items,-0.68,1.67,2.24,0.00,0.00,-0.49,-2.86
Net Cash Flow,15,16,11,21,-23,54,-77
  └─ Free Cash Flow,21,27,9,-4,-140,27,-88
  └─ CFO/OP,50%,36%,20%,31%,-36%,38%,14%
