Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-13.12,4.49,-8.04
  └─ Profit from operations,10.21,13.41,1.82
  └─ Receivables,-19.30,-11.40,-13.11
  └─ Inventory,-2.10,5.73,-10.60
  └─ Payables,5.98,-0.16,22.51
  └─ Other WC items,-8.67,0.90,-8.25
  └─ Working capital changes,-24.08,-4.92,-9.46
  └─ Direct taxes,0.00,-4.00,-0.40
  └─ Other operating items,0.75,0.00,0.00
Cash from Investing Activity,-17.20,-16.27,-8.21
  └─ Fixed assets purchased,-17.20,-5.34,-8.37
  └─ Investments purchased,0.00,-11.67,0.00
  └─ Interest received,0.00,0.73,0.33
  └─ Invest in subsidiaries,0.00,0.00,-1.91
  └─ Other investing items,0.00,0.00,1.74
Cash from Financing Activity,31.09,13.07,18.84
  └─ Proceeds from shares,31.09,0.00,4.00
  └─ Proceeds from borrowings,0.00,13.97,0.75
  └─ Interest paid fin,0.00,-0.89,-0.67
  └─ Other financing items,0.00,0.00,14.75
Net Cash Flow,0.77,1.29,2.59
  └─ Free Cash Flow,-30.32,-0.85,-16.41
  └─ CFO/OP,-89%,68%,-12733%
