Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-14.30,-53.51,-20.56
  └─ Profit from operations,1.25,-28.85,2.12
  └─ Receivables,0.06,0.00,0.00
  └─ Payables,1.15,-1.27,4.32
  └─ Loans Advances,-34.92,-16.63,-3.36
  └─ Operating borrowings,19.71,6.82,-8.63
  └─ Other WC items,-1.44,-13.57,-15.00
  └─ Working capital changes,-15.44,-24.65,-22.68
  └─ Direct taxes,-0.11,-0.01,0.00
Cash from Investing Activity,-27.16,-19.30,4.11
  └─ Fixed assets purchased,-1.61,0.00,0.00
  └─ Investments purchased,-180.72,-4743.59,0.00
  └─ Investments sold,155.17,4724.30,4.11
Cash from Financing Activity,50.00,70.52,9.36
  └─ Proceeds from shares,50.00,48.00,0.00
  └─ Share application money,0.00,22.39,0.00
  └─ Other financing items,0.00,0.13,9.36
Net Cash Flow,8.54,-2.29,-7.09
  └─ Free Cash Flow,-15.91,-53.51,-20.56
  └─ CFO/OP,-227%,172%,174%
