Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016
Cash from Operating Activity,10,11,5,6,11,6,4,9,17,18,21
  └─ Profit from operations,14.32,15.80,11.55,13.18,16.96,14.24,18.85,18.53,22.89,24.48,31.38
  └─ Receivables,-0.68,4.15,-4.65,-5.65,-0.60,-2.99,-7.78,-9.22,4.06,-0.74,-5.11
  └─ Inventory,-0.08,-2.37,-0.54,4.09,-2.00,-1.16,-2.84,2.92,1.52,0.11,-0.36
  └─ Payables,0.24,0.53,0.61,0.38,5.41,0.09,0.49,1.92,-3.66,3.84,6.28
  └─ Working capital changes,-0.52,2.31,-4.58,-1.18,2.81,-4.06,-10.13,-4.38,1.92,3.22,0.81
  └─ Interest paid,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Direct taxes,-4.16,-7.11,-1.93,-6.20,-8.28,-4.48,-5.10,-5.53,-7.36,-9.38,-11.49
Cash from Investing Activity,3,-4,-8,89,-47,-29,14,13,16,-5,4
  └─ Fixed assets purchased,-1.99,-4.33,-8.24,-1.23,-5.85,-10.28,-12.77,-1.33,-1.14,-5.81,-2.20
  └─ Fixed assets sold,4.59,0.37,0.10,84.76,0.79,0.07,8.78,0.39,0.36,0.06,0.94
  └─ Investments purchased,0.00,-0.05,-0.31,0.00,-45.60,-24.74,0.00,0.00,0.00,-0.01,0.00
  └─ Investments sold,0.01,0.00,0.00,0.00,0.00,3.57,13.90,3.75,14.79,0.00,0.00
  └─ Interest received,0.02,0.09,0.11,5.38,4.57,2.72,3.16,2.10,2.42,1.88,3.82
  └─ Dividends received,0.00,0.00,0.00,0.00,0.06,0.40,0.40,0.31,0.27,0.11,0.00
  └─ Invest in subsidiaries,0.00,0.00,0.00,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00
  └─ Loans to subsidiaries,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,0.02,0.03,0.05,0.07,-0.94,-0.95,1.03,8.27,-0.21,-1.13,1.60
Cash from Financing Activity,-12,-1,-2,-30,-8,20,-27,-14,-14,-12,-13
  └─ Proceeds from shares,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,3.63,2.04,0.00,1.05,25.24,1.81,0.00,0.00,0.00,0.00
  └─ Repayment of borrowings,-9.20,-1.70,-1.25,-8.26,0.00,0.00,-11.48,-6.67,-7.12,-5.50,-1.72
  └─ Interest paid fin,-1.04,-0.51,-0.75,-0.15,-0.02,-0.14,-2.81,-2.49,-1.67,-0.74,-0.39
  └─ Dividends paid,-1.28,-2.45,-2.25,-17.94,-6.03,-5.32,-5.10,-5.10,-5.13,-5.69,-10.99
  └─ Other financing items,0.00,0.00,0.00,-3.63,-2.97,0.00,-9.73,0.00,0.00,0.00,0.00
Net Cash Flow,1,6,-5,65,-43,-4,-9,8,20,1,12
  └─ Free Cash Flow,12,7,-3,89,6,-5,-0,8,17,13,19
  └─ CFO/OP,103%,116%,61%,-13%,195%,79%,48%,81%,114%,117%,103%
