Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,12,10,-2,14,8,44,-5
  └─ Profit from operations,4.33,4.10,7.06,10.73,24.74,44.40,44.23
  └─ Receivables,-0.73,10.25,-7.47,-0.04,-7.41,-10.37,-8.29
  └─ Inventory,-0.35,-5.21,-6.47,5.24,-2.25,7.75,-3.10
  └─ Payables,1.20,1.53,4.69,-4.14,-5.67,12.31,-20.60
  └─ Other WC items,5.35,-1.07,0.22,2.91,-0.23,-7.76,-10.56
  └─ Working capital changes,5.46,5.50,-9.04,3.97,-15.56,1.93,-42.55
  └─ Interest paid,2.52,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Direct taxes,-0.05,0.00,-0.02,-0.26,-1.04,-2.49,-6.68
Cash from Investing Activity,-18,-9,3,-10,-11,-29,-80
  └─ Fixed assets purchased,-17,-9,-10,-10,-15,-16,-18
  └─ Fixed assets sold,0,0,11,0,1,1,0
  └─ Investments purchased,0,0,-0,-0,0,-2,0
  └─ Investments sold,1,0,0,0,0,8,1
  └─ Interest received,0,0,0,0,0,1,6
  └─ Investment in group cos,0,0,0,0,0,0,-15
  └─ Redemp n Canc of Shares,0,0,0,0,4,2,0
  └─ Other investing items,-2,0,1,0,-1,-24,-53
Cash from Financing Activity,6,-0,-4,-1,-3,111,-18
  └─ Proceeds from shares,0.00,0.00,1.50,0.00,0.00,138.00,0.00
  └─ Proceeds from borrowings,8.09,3.70,10.22,9.05,14.27,20.39,0.00
  └─ Repayment of borrowings,0.00,-1.68,-9.92,-3.46,-8.22,-33.80,-11.37
  └─ Interest paid fin,-2.66,-2.19,-3.57,-4.09,-4.96,-5.39,-1.37
  └─ Financial liabilities,0.00,0.00,-2.25,-2.95,-3.77,-4.69,-5.02
  └─ Other financing items,0.56,-0.06,0.00,0.00,0.00,-3.87,0.00
Net Cash Flow,0,0,-3,3,-5,125,-102
  └─ Free Cash Flow,-5,0,-0,5,-5,28,-23
  └─ CFO/OP,357%,226%,-30%,157%,38%,109%,4%
