Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2020
Cash from Operating Activity,3,8,-24,1,-55,-2,
  └─ Profit from operations,5,8,16,17,48,74,0
  └─ Receivables,-3,15,-51,0,-70,-91,0
  └─ Inventory,3,1,-7,-18,-32,11,0
  └─ Payables,0,-10,10,16,14,88,0
  └─ Other WC items,-1,-7,8,-15,-15,-78,0
  └─ Working capital changes,-2,-0,-40,-17,-103,-70,0
  └─ Direct taxes,-0,0,0,0,0,-6,0
Cash from Investing Activity,-2,-2,-13,-25,-16,-114,
  └─ Fixed assets purchased,-1,-3,-13,-26,-18,-103,0
  └─ Fixed assets sold,0,0,0,0,0,0,0
  └─ Interest received,0,0,0,1,1,-3,0
  └─ Invest in subsidiaries,0,0,0,0,0,-12,0
  └─ Other investing items,-1,0,0,0,0,5,0
Cash from Financing Activity,-1,-1,45,74,48,144,
  └─ Proceeds from shares,0,3,25,0,1,0,0
  └─ Proceeds from borrowings,5,0,23,30,2,134,0
  └─ Repayment of borrowings,0,-0,0,0,0,0,0
  └─ Interest paid fin,-3,-2,-2,-3,-7,-12,0
  └─ Dividends paid,0,0,-0,-4,-1,-1,0
  └─ Financial liabilities,0,0,0,-1,-0,-1,0
  └─ Share application money,0,0,0,52,53,0,0
  └─ Application money refund,0,0,0,0,0,23,0
  └─ Other financing items,-3,-1,0,0,0,0,0
Net Cash Flow,0,5,8,50,-24,28,
  └─ Free Cash Flow,2,5,-37,-25,-73,-105,
  └─ CFO/OP,63%,83%,-129%,4%,-100%,6%,
