Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,3.89,-1.27,-7.97,-8.63,-0.91
  └─ Profit from operations,3.68,0.36,3.53,-6.03,6.11
  └─ Receivables,3.46,0.25,-0.22,-2.71,-1.04
  └─ Inventory,-1.65,-1.04,1.69,5.44,-7.01
  └─ Payables,0.50,0.00,0.06,-3.03,2.85
  └─ Loans Advances,-3.05,-0.72,0.00,0.00,0.00
  └─ Other WC items,1.04,0.06,-12.98,-2.30,-1.81
  └─ Working capital changes,0.31,-1.45,-11.45,-2.60,-7.02
  └─ Direct taxes,-0.10,-0.18,-0.05,0.00,0.00
Cash from Investing Activity,-2.55,-4.51,-12.32,15.57,-27.38
  └─ Fixed assets purchased,-1.74,-2.21,-9.70,-2.10,-9.36
  └─ Fixed assets sold,0.00,0.00,0.00,10.80,0.04
  └─ Investments purchased,0.00,-2.30,-2.12,0.00,-19.96
  └─ Investments sold,0.00,0.00,0.00,5.51,0.00
  └─ Interest received,0.00,0.00,0.00,1.36,1.89
  └─ Other investing items,-0.81,0.00,-0.50,0.00,0.00
Cash from Financing Activity,-1.91,8.86,17.68,-7.36,28.32
  └─ Proceeds from shares,0.00,3.81,0.00,24.54,25.81
  └─ Proceeds from borrowings,0.06,5.05,21.66,1.39,4.51
  └─ Repayment of borrowings,0.00,0.00,0.00,-30.76,0.00
  └─ Interest paid fin,-1.96,0.00,0.00,-2.53,-1.43
  └─ Financial liabilities,0.00,0.00,-0.27,0.00,-0.57
  └─ Other financing items,0.00,0.00,-3.71,0.00,0.00
Net Cash Flow,-0.57,3.08,-2.60,-0.41,0.03
  └─ Free Cash Flow,2.15,-3.48,-17.67,0.07,-10.23
  └─ CFO/OP,106%,-32%,727%,131%,-16%
