Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,13274,54367,80602,-3783,54519,26548,-9145,-26211
  └─ Operating Deposits,0,0,0,0,0,0,0,-243
  └─ Working capital changes,0,0,0,0,0,0,0,-243
  └─ Direct taxes,-16319,-8726,11176,-7374,5825,5689,396,-5559
  └─ Other operating items,29593,63093,69427,3592,48693,20859,-9540,-20410
Cash from Investing Activity,9636,-40415,148447,12531,-52848,-25695,40832,34708
  └─ Fixed assets purchased,-2546,-1120,-1076,-717,-886,-768,-777,-1116
  └─ Fixed assets sold,553,200,7239,620,344,55,62,146
  └─ Investments purchased,-316629,-426193,-499555,-427781,-543739,-576463,-576090,-627056
  └─ Investments sold,133824,152516,274807,190388,224908,261904,307792,330047
  └─ Interest received,0,0,0,0,268931,0,0,0
  └─ Dividends received,199144,231231,248888,250560,0,0,0,334201
  └─ Other investing items,-4710,2952,118144,-539,-2406,289577,309844,-1514
Cash from Financing Activity,-13700,-18664,-256125,0,-949,-4427,-3794,-7626
  └─ Repayment of borrowings,-14263,-15987,-253410,0,0,0,0,0
  └─ Interest paid fin,0,0,0,0,0,-4427,-3794,0
  └─ Dividends paid,563,-2677,-2716,0,-949,0,0,-7626
Net Cash Flow,9210,-4712,-27077,8748,722,-3574,27893,871
  └─ Free Cash Flow,11281,53447,86765,-3879,53976,25835,-9860,-27181
  └─ CFO/OP,500%,-908%,-27549%,108%,143%,64%,-18%,-43%
