Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,10,8,16,17,13,16,34,13,21,30
  └─ Profit from operations,19.48,23.22,24.76,26.34,27.08,34.98,34.55,25.99,27.97,32.98
  └─ Receivables,1.13,-1.76,-5.97,0.20,-10.31,-7.44,5.41,-2.12,-3.28,5.14
  └─ Inventory,-1.09,-3.50,-0.92,1.31,-3.15,-7.77,9.63,-5.15,4.41,-2.30
  └─ Payables,0.00,0.00,0.00,0.00,0.00,0.00,-6.42,0.29,-2.15,1.24
  └─ Loans Advances,1.79,-1.04,4.05,-2.52,2.08,-0.21,0.00,0.00,0.00,0.00
  └─ Other WC items,-7.30,-3.11,1.00,-3.06,1.54,4.46,-2.21,-0.08,0.27,1.49
  └─ Working capital changes,-5.47,-9.41,-1.85,-4.08,-9.84,-10.95,6.41,-7.05,-0.75,5.56
  └─ Direct taxes,-4.40,-5.88,-7.24,-5.26,-4.70,-8.32,-6.72,-5.48,-5.85,-8.38
Cash from Investing Activity,-6,-7,5,-37,-7,-9,-23,-18,-26,-50
  └─ Fixed assets purchased,-5,-7,-3,-32,-8,-5,-8,-17,-5,-82
  └─ Fixed assets sold,1,0,0,2,4,0,0,0,0,0
  └─ Investments purchased,0,0,0,-12,0,0,0,0,0,0
  └─ Investments sold,0,0,12,0,0,0,0,0,0,2
  └─ Subsidy received,0,0,0,0,2,2,0,0,5,0
  └─ Interest received,0,0,1,1,1,1,1,3,4,3
  └─ Other investing items,-2,-0,-5,4,-7,-8,-17,-5,-30,28
Cash from Financing Activity,-5,11,-9,9,-2,-3,-17,5,7,19
  └─ Proceeds from shares,0.00,18.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,0.00,0.00,11.45,0.00,0.00,5.60,9.16,14.94,24.81
  └─ Repayment of borrowings,-4.51,-6.53,-8.16,0.00,-0.06,-1.33,-21.20,-2.48,-5.37,-3.17
  └─ Interest paid fin,-0.38,-0.42,-0.77,-1.51,-1.18,-1.04,-1.25,-1.60,-1.87,-1.58
  └─ Dividends paid,0.00,0.00,-0.29,-0.93,-0.91,-0.41,-0.41,-0.40,-0.40,-0.50
  └─ Financial liabilities,0.00,0.00,0.00,-0.01,-0.02,-0.01,-0.01,-0.10,-0.10,-0.10
Net Cash Flow,-1,12,12,-11,4,3,-6,-0,2,0
  └─ Free Cash Flow,5,1,13,-13,9,11,26,-3,16,-52
  └─ CFO/OP,89%,63%,89%,92%,63%,82%,120%,89%,98%,116%
