Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,3434,-2556,78,-5173,7631,6449,-11031,4955,-829,7578
  └─ Profit from operations,1743,1431,2060,2899,3283,3193,2872,3771,4309,4155
  └─ Loans Advances,-8372,-11076,-14507,-5560,-2966,-4234,-11652,-15527,-12113,-24423
  └─ Operating investments,158,-2008,-1446,-1296,-5048,913,-6661,-856,-2321,-16
  └─ Operating Deposits,10131,9509,14579,-453,13909,7913,5868,18304,7712,28074
  └─ Other WC items,-4,-37,-7,-434,-1192,-1172,-1226,-540,1762,-66
  └─ Working capital changes,1912,-3612,-1381,-7743,4704,3420,-13671,1382,-4960,3569
  └─ Direct taxes,-221,-375,-601,-329,-355,-164,-233,-197,-178,-146
Cash from Investing Activity,-142,-165,-202,-223,-174,-264,-234,-193,-281,-225
  └─ Fixed assets purchased,-129,-170,-195,-227,-179,-271,-244,-204,-288,-235
  └─ Fixed assets sold,2,2,2,4,5,7,11,10,8,10
  └─ Capital WIP,-15,3,-9,0,0,0,0,0,0,0
Cash from Financing Activity,-1656,2994,2567,7698,-4207,-109,2235,843,-503,3160
  └─ Proceeds from shares,900,1795,103,2754,1574,19,1,79,38,160
  └─ Proceeds from borrowings,0,0,2571,5175,0,0,2234,854,0,3061
  └─ Repayment of borrowings,0,0,0,0,-5781,-128,0,0,-450,0
  └─ Dividends paid,0,-83,-107,-231,0,0,0,-90,-91,-61
  └─ Other financing items,-2556,1282,0,0,0,0,0,0,0,0
Net Cash Flow,1635,273,2443,2302,3251,6076,-9030,5604,-1612,10513
  └─ Free Cash Flow,3291,-2721,-123,-5395,7457,6185,-11265,4762,-1109,7353
  └─ CFO/OP,147%,-80%,18%,-125%,225%,374%,-299%,106%,-14%,156%
