Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,3.78,-4.13,-2.50,-0.71,0.93,-10.89,-18.15,
  └─ Profit from operations,0.77,-0.22,0.52,0.46,3.07,5.93,11.60,
  └─ Receivables,-0.37,0.65,-0.41,-1.60,-1.70,-7.70,-18.59,
  └─ Inventory,0.00,0.00,0.00,0.00,0.00,-0.45,0.05,
  └─ Payables,5.10,-3.95,-2.72,1.42,-0.28,-0.60,-0.68,
  └─ Loans Advances,-0.93,-0.68,0.00,0.00,-0.20,0.00,0.00,
  └─ Other WC items,-0.56,0.31,0.06,-0.68,0.67,-7.62,-8.90,
  └─ Working capital changes,3.24,-3.67,-3.07,-0.87,-1.51,-16.37,-28.12,
  └─ Direct taxes,-0.23,-0.24,0.05,-0.30,-0.63,-0.44,-1.63,
Cash from Investing Activity,-5.48,3.75,1.67,-2.36,-15.48,-37.98,16.79,
  └─ Fixed assets purchased,-0.88,-0.19,0.00,-1.02,-2.69,-2.13,-5.89,
  └─ Investments purchased,-4.88,0.00,-0.12,-0.53,0.00,-26.39,-1.55,
  └─ Investments sold,0.00,3.89,1.71,0.00,0.32,0.00,0.00,
  └─ Interest received,0.28,0.05,0.08,0.02,0.56,0.46,1.54,
  └─ Redemp n Canc of Shares,0.00,0.00,0.00,0.00,0.00,0.68,0.00,
  └─ Other investing items,0.00,0.00,0.00,-0.83,-13.67,-10.60,22.69,
Cash from Financing Activity,0.66,-0.33,-0.03,4.79,13.72,56.81,-4.16,
  └─ Proceeds from shares,0.00,0.00,0.00,4.99,14.05,29.51,0.09,
  └─ Proceeds from borrowings,0.69,0.00,0.06,0.00,0.57,4.90,0.00,
  └─ Repayment of borrowings,0.00,-0.19,0.00,-0.03,0.00,0.00,-3.87,
  └─ Proceeds from deposits,0.00,0.00,0.00,0.00,0.00,0.00,0.16,
  └─ Interest paid fin,-0.03,-0.13,-0.09,-0.03,-0.25,-0.19,-0.48,
  └─ Financial liabilities,0.00,0.00,0.00,-0.14,-0.66,-1.41,-2.16,
  └─ Other financing items,0.00,0.00,0.00,0.00,0.00,24.00,2.10,
Net Cash Flow,-1.03,-0.71,-0.86,1.72,-0.83,7.94,-5.52,
  └─ Free Cash Flow,2.90,-4.32,-2.50,-1.73,-1.76,-13.02,-24.04,
  └─ CFO/OP,1179%,846%,-490%,-85%,78%,-203%,-141%,
