Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,2,-3,-1,21,26,22,24,18
  └─ Profit from operations,10.41,10.85,11.03,16.69,34.45,47.13,37.39,39.84
  └─ Receivables,-5.24,-0.29,-9.74,3.29,-3.35,-12.40,-1.76,-13.82
  └─ Inventory,1.09,-0.17,-0.30,-0.22,0.23,-0.30,-1.09,-0.45
  └─ Payables,0.94,0.32,0.05,1.57,0.68,-1.69,-0.72,2.05
  └─ Loans Advances,-2.43,-9.88,0.77,0.00,0.00,0.00,0.00,0.00
  └─ Other WC items,0.31,-0.74,-0.36,3.34,2.03,0.76,-0.91,-1.28
  └─ Working capital changes,-5.33,-10.76,-9.58,7.98,-0.41,-13.63,-4.48,-13.50
  └─ Direct taxes,-2.78,-2.76,-2.94,-3.83,-8.30,-11.40,-9.00,-8.75
  └─ Other operating items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04
Cash from Investing Activity,4,-7,2,-14,-16,-13,-20,-13
  └─ Fixed assets purchased,-4.88,-3.61,-1.38,-19.56,-5.14,-4.01,-8.21,-9.87
  └─ Fixed assets sold,3.28,0.08,0.00,0.00,0.00,0.17,2.03,3.03
  └─ Investments purchased,-0.18,-4.76,0.00,0.00,-19.06,-6.28,-17.74,-18.93
  └─ Investments sold,0.00,0.00,0.01,1.12,1.77,0.00,0.00,0.00
  └─ Interest received,1.00,1.46,3.47,1.81,2.23,1.74,2.91,1.04
  └─ Dividends received,0.00,0.00,0.00,0.00,0.00,0.24,0.27,0.00
  └─ Other investing items,4.80,0.00,-0.01,3.08,4.05,-4.68,0.84,11.57
Cash from Financing Activity,-2,-2,-1,-4,-4,-10,-7,-5
  └─ Repayment of borrowings,-0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest paid fin,-0.18,-0.34,-0.17,0.00,0.00,0.00,0.00,0.00
  └─ Dividends paid,-1.87,-1.50,-1.20,-4.07,-4.07,-10.18,-7.13,-5.09
  └─ Other financing items,-0.03,0.00,0.00,0.00,0.02,-0.02,0.02,0.00
Net Cash Flow,4,-11,-1,3,6,-1,-3,-1
  └─ Free Cash Flow,1,-6,-3,1,21,18,18,11
  └─ CFO/OP,49%,1%,13%,149%,99%,76%,94%,74%
