Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,1,3,31,21,2,-5
  └─ Profit from operations,39,62,83,94,98,57
  └─ Receivables,-22,-29,-22,14,-19,-6
  └─ Inventory,2,-24,-23,-43,-45,-21
  └─ Payables,-12,7,19,-6,11,-5
  └─ Loans Advances,-0,0,0,0,0,0
  └─ Other WC items,8,-0,-4,-15,-16,-18
  └─ Working capital changes,-25,-46,-30,-50,-69,-50
  └─ Direct taxes,-13,-13,-22,-23,-27,-11
Cash from Investing Activity,-50,10,-13,13,35,-3
  └─ Fixed assets purchased,-2.48,-10.23,-9.18,-13.96,-2.96,-7.06
  └─ Fixed assets sold,0.00,0.00,0.35,0.46,0.00,0.31
  └─ Investments purchased,-49.99,0.00,0.00,0.00,0.00,0.00
  └─ Interest received,2.07,3.27,3.80,4.80,3.11,4.38
  └─ Other investing items,0.00,16.52,-7.96,21.92,35.04,-0.96
Cash from Financing Activity,53,-7,-3,-7,-6,-2
  └─ Proceeds from shares,53.74,0.00,0.00,0.46,0.00,0.00
  └─ Proceeds from borrowings,0.00,0.00,0.00,0.00,0.69,0.00
  └─ Repayment of borrowings,-0.76,0.00,0.00,0.00,0.00,0.00
  └─ Interest paid fin,0.00,-0.53,-0.78,-1.35,-1.13,-1.07
  └─ Dividends paid,0.00,-5.92,-1.97,-5.92,-5.92,0.00
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,-0.33
  └─ Other financing items,0.25,-0.87,0.00,-0.11,0.11,-1.03
Net Cash Flow,4,5,16,27,31,-11
  └─ Free Cash Flow,-2,-7,23,7,-1,-12
  └─ CFO/OP,36%,26%,65%,47%,30%,11%
