Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0,-1,11,5
  └─ Profit from operations,7.86,4.94,12.94,15.13
  └─ Receivables,-2.44,-0.06,-1.80,-2.76
  └─ Inventory,-1.91,-0.70,0.36,-0.11
  └─ Payables,1.62,-1.86,-0.24,0.04
  └─ Loans Advances,-2.86,0.00,0.00,-3.70
  └─ Other WC items,0.42,-2.70,1.22,-1.10
  └─ Working capital changes,-5.17,-5.32,-0.46,-7.62
  └─ Direct taxes,-2.62,-0.87,-1.88,-2.10
Cash from Investing Activity,1,-13,-10,-24
  └─ Fixed assets purchased,-6.98,-11.15,-8.45,-7.88
  └─ Investments purchased,-1.53,-2.72,-4.36,-18.57
  └─ Investments sold,0.00,0.00,1.03,0.18
  └─ Interest received,0.87,0.87,1.49,1.96
  └─ Dividends received,0.00,0.01,0.00,0.00
  └─ Other investing items,8.16,0.00,0.21,0.26
Cash from Financing Activity,-1,15,-1,17
  └─ Proceeds from borrowings,0.00,1.68,0.00,1.11
  └─ Repayment of borrowings,-0.93,0.00,-0.22,0.00
  └─ Interest paid fin,-0.19,-0.25,-0.10,-0.15
  └─ Dividends paid,-0.26,0.00,0.00,0.00
  └─ Other financing items,0.00,13.43,-0.22,15.76
Net Cash Flow,-1,1,-0,-2
  └─ Free Cash Flow,-7,-12,2,-2
  └─ CFO/OP,31%,-9%,93%,49%
