Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0,51,-2,-25,-3,-6,6,-0,9,21,33
  └─ Profit from operations,248,73,-5,10,6,1,13,19,30,52,61
  └─ Receivables,-166,-37,0,0,0,0,0,0,0,0,0
  └─ Inventory,-62,9,0,0,0,0,0,0,0,0,0
  └─ Payables,136,28,-0,-0,-0,-0,0,0,-0,0,0
  └─ Loans Advances,-169,1,8,4,1,1,3,1,4,2,10
  └─ Other WC items,29,-2,-4,-38,-10,-3,1,0,-0,-0,1
  └─ Working capital changes,-231,0,3,-34,-9,-2,4,1,4,2,11
  └─ Direct taxes,-17,-22,-0,-1,-0,-5,-12,-20,-25,-33,-40
Cash from Investing Activity,-22,-26,5,30,11,13,-27,7,18,-49,59
  └─ Fixed assets purchased,-85,-10,0,0,0,0,0,0,-0,-0,0
  └─ Fixed assets sold,1,0,0,1,0,0,0,0,0,0,0
  └─ Investments purchased,-59,-56,0,-5,-12,0,0,0,0,0,0
  └─ Investments sold,132,44,4,3,0,9,0,0,0,21,0
  └─ Investment income,0,0,0,0,0,0,0,0,0,0,0
  └─ Interest received,0,1,0,0,0,0,0,0,0,0,0
  └─ Dividends received,0,0,27,31,50,15,33,63,75,74,130
  └─ Other investing items,-11,-5,-25,0,-27,-12,-59,-56,-57,-144,-71
Cash from Financing Activity,36,-6,0,0,0,0,0,0,0,0,-0
  └─ Proceeds from shares,18.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,10.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Repayment of borrowings,0.00,-10.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest paid fin,-1.96,-0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01
  └─ Other financing items,9.20,4.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,15,19,3,5,8,6,-21,7,27,-28,92
  └─ Free Cash Flow,-84,41,-2,-24,-3,-6,6,-0,9,21,33
  └─ CFO/OP,23%,95%,-24%,-168%,-16%,-9%,110%,79%,93%,98%,113%
