Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,201,502,514,838,630,421,735,960,67,381,406
  └─ Profit from operations,338,462,791,1130,623,393,1018,1131,153,402,497
  └─ Receivables,-28,-0,-77,-87,108,81,-14,19,114,-82,-140
  └─ Inventory,-4,15,-96,32,-7,10,-135,-112,58,-79,36
  └─ Payables,-46,43,47,62,-8,-20,118,144,-119,137,-26
  └─ Loans Advances,0,-1,1,-1,-1,1,1,1,-1,-0,0
  └─ Other WC items,-10,72,-17,-45,-19,10,59,-37,-93,-67,16
  └─ Working capital changes,-87,129,-142,-39,73,82,28,14,-41,-90,-113
  └─ Direct taxes,-50,-88,-135,-254,-66,-53,-310,-185,-45,69,23
Cash from Investing Activity,-352,-467,-395,-581,-634,-334,-804,-662,-90,-264,-228
  └─ Fixed assets purchased,-268,-376,-180,-324,-414,-158,-909,-683,-231,-325,-258
  └─ Fixed assets sold,0,1,1,0,0,4,1,0,1,4,0
  └─ Capital WIP,-13,-64,-105,-63,-160,-637,0,0,0,0,0
  └─ Investments purchased,-9,-3,-12,0,0,-210,0,0,0,0,-19
  └─ Investments sold,0,0,9,0,0,117,38,5,4,6,1
  └─ Interest received,33,31,39,43,52,55,20,19,20,18,18
  └─ Dividends received,13,13,13,14,15,16,19,19,46,33,31
  └─ Investment in group cos,0,-2,-75,-87,-121,-54,0,0,0,0,0
  └─ Inter corporate deposits,0,0,0,0,0,0,25,0,50,0,0
  └─ Other investing items,-109,-67,-85,-163,-7,533,1,-22,21,-0,0
Cash from Financing Activity,84,13,-116,-136,-146,226,12,-140,-277,-145,-150
  └─ Proceeds from borrowings,133,66,0,0,0,361,139,0,75,125,428
  └─ Repayment of borrowings,-0,0,-57,-57,-60,-67,-63,-44,-134,-125,-412
  └─ Interest paid fin,-9,-13,-15,-21,-15,-9,-6,-19,-45,-43,-42
  └─ Dividends paid,-40,-40,-44,-58,-71,-59,-59,-74,-173,-102,-116
  └─ Financial liabilities,0,0,0,0,-0,-0,-0,-0,-0,-0,-2
  └─ Other financing items,0,0,0,0,0,0,0,-4,0,0,-6
Net Cash Flow,-67,49,3,122,-150,313,-58,158,-301,-28,28
  └─ Free Cash Flow,-80,63,230,451,56,-370,-173,277,-164,59,148
  └─ CFO/OP,75%,132%,83%,98%,121%,133%,106%,121%,353%,112%,100%
