Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-1.52,10.69,-4.78,-4.12,-4.60,-0.93,-2.23,-14.83,-10.24,-4.87,-5.73
  └─ Profit from operations,-1.63,10.94,-3.18,-4.83,-2.16,4.80,-3.87,-8.49,-12.17,-6.91,-6.37
  └─ Receivables,-0.02,-0.45,-1.99,1.25,-0.39,-2.23,-1.11,-2.19,2.46,0.15,-0.06
  └─ Payables,0.06,0.01,0.36,0.22,-0.51,0.01,0.28,0.02,-0.03,-0.12,0.09
  └─ Loans Advances,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other WC items,0.09,0.22,0.55,-0.50,-1.21,-3.48,1.66,-4.03,-0.70,1.99,0.48
  └─ Working capital changes,0.11,-0.22,-1.08,0.97,-2.11,-5.70,0.82,-6.20,1.73,2.03,0.51
  └─ Direct taxes,0.00,-0.03,-0.52,-0.26,-0.33,-0.03,0.81,-0.14,0.20,0.01,-0.03
  └─ Other operating items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15
Cash from Investing Activity,-0.34,-14.01,-2.21,-16.85,3.41,1.48,-18.78,3.99,10.84,6.43,6.10
  └─ Fixed assets purchased,-0.14,-0.07,-0.29,-0.26,-0.36,-0.06,-0.17,-0.96,-0.53,-0.45,-1.60
  └─ Fixed assets sold,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.04,0.00
  └─ Investments purchased,-0.20,-13.74,-0.11,-32.03,0.00,-1.14,-40.77,-18.69,-9.67,-4.60,-9.25
  └─ Investments sold,0.00,0.00,0.00,16.03,4.25,2.60,19.62,25.60,21.02,11.36,16.86
  └─ Interest received,0.00,0.00,0.00,0.07,0.04,0.17,0.56,0.05,0.06,0.06,0.09
  └─ Acquisition of companies,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.00,0.00,0.00,0.00
  └─ Inter corporate deposits,0.00,0.00,-0.07,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,0.00,-0.20,-1.74,-0.60,-0.53,-0.09,1.98,-0.03,-0.08,0.02,0.00
Cash from Financing Activity,2.04,3.36,8.95,21.27,-0.72,-0.22,31.88,0.86,-1.76,-1.53,-0.05
  └─ Proceeds from shares,1.88,3.00,0.00,23.00,0.00,0.00,31.88,2.10,0.18,0.02,0.08
  └─ Proceeds from borrowings,0.16,0.52,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Repayment of borrowings,0.00,-0.15,0.00,0.00,-0.30,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest paid fin,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,-0.25,-0.21,-0.10,-0.05
  └─ Financial liabilities,0.00,0.00,0.00,0.00,-0.42,-0.22,0.00,-0.98,-1.73,-1.45,-0.08
  └─ Other financing items,0.00,0.00,8.96,-2.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,0.17,0.04,1.96,0.29,-1.92,0.33,10.87,-9.98,-1.16,0.03,0.31
  └─ Free Cash Flow,-1.66,10.62,-5.07,-4.38,-4.96,-0.99,-2.40,-15.77,-10.73,-5.28,-7.33
  └─ CFO/OP,93%,-384%,121%,78%,156%,-25%,21%,91%,89%,66%,80%
