Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0,-2,-4,4
  └─ Profit from operations,6.33,13.06,14.46,17.99
  └─ Receivables,-3.69,-8.21,-4.54,-17.47
  └─ Inventory,-4.82,-5.39,-9.27,-13.32
  └─ Payables,3.91,0.67,2.25,2.43
  └─ Loans Advances,-1.00,-3.95,-1.96,0.00
  └─ Other WC items,0.47,4.67,-1.23,22.18
  └─ Working capital changes,-5.13,-12.21,-14.74,-6.18
  └─ Interest paid,0.00,0.00,0.00,-4.77
  └─ Direct taxes,-1.17,-2.70,-3.35,-2.72
Cash from Investing Activity,-21,-1,-3,-4
  └─ Fixed assets purchased,-21.94,-3.04,-3.05,-2.97
  └─ Fixed assets sold,0.54,1.53,0.00,0.00
  └─ Investments purchased,0.00,0.00,0.00,-1.29
  └─ Investment income,0.00,0.00,0.00,0.39
  └─ Interest received,0.07,0.05,0.11,0.00
  └─ Dividends received,0.01,0.00,0.01,0.00
  └─ Other investing items,-0.01,-0.02,0.00,0.00
Cash from Financing Activity,20,3,6,-0
  └─ Proceeds from shares,0.00,0.00,0.00,3.60
  └─ Proceeds from borrowings,21.10,11.78,13.04,0.16
  └─ Repayment of borrowings,-0.34,-4.87,-2.70,-3.14
  └─ Interest paid fin,-1.08,-3.52,-4.22,0.00
  └─ Other financing items,0.09,0.00,0.00,-1.02
Net Cash Flow,-2,0,-0,0
  └─ Free Cash Flow,-21,-3,-7,1
  └─ CFO/OP,19%,6%,-2%,41%
