Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,17,20,24,8,2,17,6
  └─ Profit from operations,,8.39,26.68,30.58,26.61,27.67,35.62,36.11
  └─ Receivables,,-8.56,0.20,-21.40,2.07,-4.16,-1.41,1.75
  └─ Payables,,-32.09,1.91,0.48,0.68,-1.27,1.72,2.52
  └─ Other WC items,,49.56,-3.50,15.25,-19.97,-19.10,-18.08,-30.53
  └─ Working capital changes,,8.92,-1.39,-5.68,-17.23,-24.53,-17.77,-26.26
  └─ Direct taxes,,-0.57,-5.64,-1.22,-1.09,-1.39,-1.15,-4.12
Cash from Investing Activity,,-66,-27,-22,-13,-2,0,-7
  └─ Fixed assets purchased,,-17.11,-26.19,-22.45,-12.38,-2.26,-0.54,-7.17
  └─ Fixed assets sold,,0.00,0.00,0.00,0.00,0.00,0.00,0.08
  └─ Investments sold,,0.16,0.42,0.14,0.23,0.05,0.61,0.56
  └─ Loans to subsidiaries,,-48.73,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,,0.00,-1.50,0.77,-0.53,0.00,0.00,0.00
Cash from Financing Activity,,55,-1,-1,-7,1,-9,6
  └─ Proceeds from shares,,56.75,0.00,0.00,0.00,0.00,0.74,0.67
  └─ Proceeds from borrowings,,8.20,14.60,11.96,10.87,20.60,8.93,44.28
  └─ Repayment of borrowings,,-9.12,-13.64,-10.50,-13.54,-16.21,-15.53,-31.26
  └─ Interest paid fin,,-1.13,-1.98,-2.18,-4.43,-2.71,-3.19,-3.43
  └─ Dividends paid,,0.00,0.00,0.00,0.00,-0.66,0.00,-4.23
Net Cash Flow,,6,-9,1,-11,1,8,5
  └─ Free Cash Flow,,-0,-7,1,-4,-1,16,-1
  └─ CFO/OP,,240%,192%,88%,38%,13%,80%,37%
