Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,3,-1,1,4,14,-2,15,-19,24,136,-117,-65
  └─ Profit from operations,11.55,4.73,5.89,8.03,10.87,7.60,-2.21,32.12,18.88,12.61,2.55,-45.12
  └─ Receivables,-3.11,-6.87,6.25,2.19,-6.30,1.92,3.41,3.03,-5.84,-15.46,9.63,-24.10
  └─ Payables,-7.99,-5.15,-3.91,-1.18,2.91,-2.18,-2.58,-0.87,-0.86,1.71,2.63,9.05
  └─ Loans Advances,1.51,-0.68,-0.48,0.97,-0.17,-0.08,0.21,0.00,-0.01,-21.82,2.58,-1.13
  └─ Other WC items,2.93,8.04,-0.06,-7.18,7.49,-8.20,17.56,-52.50,13.25,159.84,-134.00,-2.57
  └─ Working capital changes,-6.67,-4.66,1.80,-5.20,3.94,-8.54,18.61,-50.35,6.54,124.28,-119.15,-18.74
  └─ Direct taxes,-1.56,-0.63,-6.25,1.27,-0.69,-0.80,-1.78,-0.64,-1.01,-1.28,-0.35,0.00
  └─ Advance tax,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.71
Cash from Investing Activity,-13,-9,0,-3,-15,-13,3,-4,-10,-150,-3,43
  └─ Fixed assets purchased,-0.22,-0.20,-1.91,-2.52,-15.76,-12.23,-0.05,-4.00,-10.32,-293.08,-4.19,-0.01
  └─ Fixed assets sold,-0.00,-0.00,0.02,0.01,-0.00,-0.00,3.18,-0.00,-0.00,0.70,-0.00,-0.00
  └─ Interest received,0.26,0.25,0.11,0.01,1.01,0.15,1.83,0.09,0.11,0.12,0.03,0.25
  └─ Other investing items,-12.89,-9.04,1.93,-0.09,-0.46,-0.61,-1.97,-0.00,0.70,141.94,1.47,42.76
Cash from Financing Activity,12,7,-6,1,5,9,-4,11,-14,19,119,22
  └─ Proceeds from borrowings,1.68,3.83,0.80,0.00,0.00,0.00,0.00,0.00,0.00,26.12,162.93,41.36
  └─ Repayment of borrowings,-3.04,-3.00,-3.35,0.00,-0.01,-0.01,0.00,0.00,-24.76,0.00,-44.02,-19.32
  └─ Proceeds from deposits,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.64,11.31,1.78,1.07,1.06
  └─ Interest paid fin,-3.66,-2.18,-1.57,-1.07,-0.98,-0.81,-0.63,-0.58,-0.92,-1.33,-1.11,-1.05
  └─ Share application money,5.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other financing items,11.22,8.19,-1.45,2.13,6.37,9.52,-3.81,7.49,0.00,-7.49,0.00,0.00
Net Cash Flow,2,-3,-4,3,4,-6,13,-12,1,4,-1,0
  └─ Free Cash Flow,3,-1,-0,2,-2,-14,18,-23,14,-157,-121,-65
  └─ CFO/OP,45%,1%,363%,38%,119%,-12%,-525%,-552%,169%,3413%,-8901%,-1617%
