Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-37,-69,-35,-45,-37,-77,96
  └─ Profit from operations,38,32,22,67,122,183,286
  └─ Receivables,-57,-12,-68,-134,-67,-109,-115
  └─ Inventory,-39,-49,-30,-19,-58,-147,-4
  └─ Payables,29,-9,19,58,2,106,29
  └─ Loans Advances,-2,-0,-0,0,1,-0,1
  └─ Other WC items,-0,-26,34,-5,-23,-72,-47
  └─ Working capital changes,-70,-96,-46,-100,-146,-222,-136
  └─ Direct taxes,-5,-5,0,0,0,0,0
  └─ Advance tax,0,0,-11,-12,-13,-38,0
  └─ Other operating items,0,0,0,0,0,0,-54
Cash from Investing Activity,-203,-31,-162,-49,-704,232,-303
  └─ Fixed assets purchased,-45,-10,-10,-6,-5,-11,-68
  └─ Fixed assets sold,0,0,0,0,1,1,0
  └─ Investments purchased,0,0,0,0,0,-127,-68
  └─ Investments sold,5,0,0,0,0,72,0
  └─ Interest received,2,3,3,4,9,38,14
  └─ Acquisition of companies,-158,-1,-147,0,0,0,-342
  └─ Other investing items,-8,-23,-8,-47,-709,260,161
Cash from Financing Activity,217,89,211,73,863,-74,124
  └─ Proceeds from shares,0,0,4,0,1000,1,0
  └─ Proceeds from debentures,0,0,0,0,90,0,0
  └─ Redemption of debentures,0,0,0,0,-90,0,0
  └─ Proceeds from borrowings,53,35,143,88,62,68,202
  └─ Repayment of borrowings,0,0,0,0,-160,-46,0
  └─ Interest paid fin,-13,-20,-29,-49,-66,-42,-41
  └─ Financial liabilities,-3,-5,-9,-12,-16,-19,-38
  └─ Other financing items,179,78,102,45,44,-36,0
Net Cash Flow,-23,-11,14,-21,122,82,-83
  └─ Free Cash Flow,-81,-78,-45,-51,-41,-87,29
  └─ CFO/OP,-134%,-430%,-100%,-51%,-21%,-23%,36%
