Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-1.76,-15.95,-5.54,20.63,24.85
  └─ Profit from operations,5.90,7.09,4.87,1.05,5.73
  └─ Receivables,0.03,-5.05,-7.58,6.16,0.36
  └─ Payables,-2.53,-0.23,-0.31,1.44,-0.36
  └─ Loans Advances,-5.86,-18.65,-2.97,-55.77,18.66
  └─ Other WC items,1.46,2.72,0.46,67.78,-2.70
  └─ Working capital changes,-6.90,-21.20,-10.41,19.61,15.97
  └─ Direct taxes,-0.76,-1.83,0.00,-0.03,3.16
Cash from Investing Activity,-9.51,-15.27,-13.31,-0.24,6.87
  └─ Fixed assets purchased,-4.33,-6.70,-10.47,-5.46,-3.85
  └─ Fixed assets sold,0.30,0.00,0.00,0.00,0.00
  └─ Investments purchased,-2.45,-3.19,-1.65,0.00,0.00
  └─ Investments sold,0.00,0.00,0.00,0.03,1.66
  └─ Interest received,0.15,0.00,2.00,5.18,0.16
  └─ Other investing items,-3.18,-5.38,-3.19,0.00,8.90
Cash from Financing Activity,9.86,31.26,19.77,-21.36,-30.87
  └─ Proceeds from shares,10.18,2.90,26.20,0.00,0.00
  └─ Proceeds from borrowings,0.40,30.31,0.00,0.00,0.00
  └─ Repayment of borrowings,0.00,-1.10,-2.65,-15.15,-28.68
  └─ Interest paid fin,-0.72,-0.84,-3.78,-6.21,-2.19
Net Cash Flow,-1.41,0.05,0.92,-0.96,0.85
  └─ Free Cash Flow,-5.79,-22.65,-16.01,15.17,21.00
  └─ CFO/OP,-18%,-235%,-238%,-18782%,700%
