Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,3,6,15,7,25,17,33,60
  └─ Profit from operations,8,6,16,20,45,30,53,58
  └─ Receivables,-8,-1,8,-8,-3,-5,-30,-29
  └─ Inventory,2,-0,-2,-0,-7,-0,-0,-0
  └─ Payables,1,1,-2,0,4,0,29,-1
  └─ Other WC items,3,1,-1,-1,-4,-5,-17,32
  └─ Working capital changes,-4,1,3,-9,-11,-10,-17,2
  └─ Direct taxes,-2,-1,-4,-4,-9,-4,-4,0
  └─ Other operating items,0,0,0,0,0,0,0,0
Cash from Investing Activity,-2,-1,-0,-13,-73,-178,-243,-130
  └─ Fixed assets purchased,0,-1,-1,-8,-38,-175,-277,-126
  └─ Fixed assets sold,0,0,0,0,0,1,3,5
  └─ Capital WIP,-2,0,0,0,0,0,0,0
  └─ Investments purchased,0,0,0,-5,-18,0,0,0
  └─ Investments sold,0,0,0,0,0,15,2,0
  └─ Interest received,0,0,0,0,0,3,5,0
  └─ Investment in group cos,0,-0,0,0,0,0,0,0
  └─ Redemp n Canc of Shares,0,0,0,0,0,0,0,0
  └─ Other investing items,-0,1,-0,-0,-18,-22,25,-10
Cash from Financing Activity,-0,-3,-8,-2,52,220,158,76
  └─ Proceeds from shares,0,0,0,0,56,175,122,0
  └─ Proceeds from borrowings,1,0,0,2,0,61,15,93
  └─ Repayment of borrowings,-0,-2,-1,0,-3,-0,0,0
  └─ Interest paid fin,-0,-1,-0,-0,-1,-2,-8,-14
  └─ Dividends paid,-0,-0,-6,-4,-7,-10,-3,-3
  └─ Financial liabilities,0,0,-1,-1,-1,0,0,0
  └─ Other financing items,0,-0,0,0,8,-2,32,0
Net Cash Flow,1,2,6,-9,5,60,-52,6
  └─ Free Cash Flow,1,5,15,-1,-12,-157,-242,-61
  └─ CFO/OP,110%,111%,122%,55%,76%,70%,72%,104%
