Metric,Mar 2006,Mar 2007,Mar 2008
Cash from Operating Activity,1.52,-0.61,-0.08
  └─ Profit from operations,-0.91,-0.17,0.06
  └─ Receivables,1.68,-0.28,-0.11
  └─ Inventory,1.28,0.00,0.00
  └─ Payables,-0.52,-0.17,-0.01
  └─ Working capital changes,2.44,-0.45,-0.12
  └─ Direct taxes,-0.01,0.01,-0.02
Cash from Investing Activity,3.22,0.72,0.01
  └─ Fixed assets purchased,-0.48,-0.15,0.00
  └─ Fixed assets sold,1.80,0.80,0.23
  └─ Investments purchased,-0.05,0.00,-0.27
  └─ Investments sold,0.00,0.05,0.00
  └─ Interest received,0.01,0.02,0.05
  └─ Other investing items,1.94,0.00,0.00
Cash from Financing Activity,-4.57,-0.17,0.00
  └─ Repayment of borrowings,-4.38,-0.15,0.00
  └─ Interest paid fin,-0.19,-0.02,0.00
Net Cash Flow,0.17,-0.06,-0.07
  └─ Free Cash Flow,2.84,0.04,0.15
  └─ CFO/OP,-156%,200%,35%
