Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Cash from Operating Activity,,-20,-8,-233,-155,805,-393,209,-260,-193,24,-73,
  └─ Profit from operations,,78,108,133,169,134,226,314,279,437,407,359,56
  └─ Receivables,,-87,-109,-63,-374,509,-53,-102,-51,-138,-151,-167,-78
  └─ Inventory,,-59,95,-3,-0,6,-13,-21,29,-1,4,-2,-8
  └─ Payables,,0,0,26,-8,185,26,227,-237,355,71,246,-14
  └─ Loans Advances,,-160,-29,-250,-28,59,-94,-131,-303,-302,-124,80,60
  └─ Operating investments,,0,0,18,-68,100,-31,-54,114,-13,-28,-76,0
  └─ Operating borrowings,,-2,-85,0,0,0,0,0,0,0,0,0,0
  └─ Operating Deposits,,0,0,6,5,0,0,0,0,0,0,0,0
  └─ Other WC items,,230,36,-62,174,-165,-434,31,-52,-488,-111,-475,0
  └─ Working capital changes,,-77,-93,-326,-299,695,-599,-52,-499,-588,-339,-393,-40
  └─ Direct taxes,,-21,-23,-40,-25,-24,-20,-53,-40,-42,-44,-38,-8
Cash from Investing Activity,,-7,-66,55,3,-47,-6,-61,-31,-29,-24,-35,
  └─ Fixed assets purchased,,-5.84,-28.84,-12.30,-10.07,-8.39,-7.16,-63.95,-32.37,-30.62,-29.04,-45.14,-2.69
  └─ Fixed assets sold,,0.65,0.30,1.91,0.14,0.11,1.29,0.10,1.35,0.96,2.93,0.43,0.00
  └─ Investments purchased,,-114.70,-209.48,-73.78,-51.78,-49.99,0.00,0.00,0.00,0.00,-3.05,0.00,-1.84
  └─ Investments sold,,111.12,166.04,136.65,59.68,53.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest received,,0.65,3.06,2.22,2.26,0.62,0.66,1.35,0.14,3.73,2.34,1.65,0.00
  └─ Dividends received,,0.80,0.35,0.23,0.26,0.20,0.02,0.00,0.03,0.00,0.00,0.34,0.55
  └─ Investment in group cos,,0.00,0.00,0.00,0.00,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Redemp n Canc of Shares,,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,,0.00,2.97,-0.70,2.02,-43.21,-1.00,1.60,-0.16,-2.72,2.69,7.34,-0.41
Cash from Financing Activity,,89,114,125,150,-596,211,-100,231,317,24,110,
  └─ Proceeds from debentures,,0,0,0,1,3,74,0,0,0,125,257,0
  └─ Redemption of debentures,,0,0,0,0,0,0,-8,-7,-24,-15,-40,0
  └─ Proceeds from borrowings,,111,149,183,224,33,241,242,615,819,318,512,6
  └─ Repayment of borrowings,,0,0,0,0,-558,-41,-245,-161,-291,-196,-400,-1
  └─ Interest paid fin,,-14,-25,-46,-63,-57,-37,-55,-85,-146,-161,-172,-10
  └─ Dividends paid,,-8,-10,-13,-13,-17,-16,-23,-26,-25,-26,-27,-5
  └─ Financial liabilities,,0,0,0,0,0,-9,-11,-13,-17,-20,-19,0
  └─ Other financing items,,0,0,0,0,0,0,0,-92,0,0,0,-1
Net Cash Flow,,61,41,-54,-2,162,-189,48,-60,96,24,2,
  └─ Free Cash Flow,,-25,-37,-243,-164,797,-399,145,-291,-222,-3,-118,
  └─ CFO/OP,,2%,15%,-142%,-79%,683%,-190%,88%,-81%,-35%,16%,-9%,
