Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,3,2,-1,-0,-8
  └─ Profit from operations,5.65,6.05,2.94,5.12,7.66
  └─ Receivables,-4.23,1.34,13.25,-2.07,-6.94
  └─ Inventory,-2.64,-1.52,-4.20,-8.37,-5.04
  └─ Payables,5.02,-3.38,-7.56,3.79,-2.57
  └─ Loans Advances,0.00,0.00,-3.10,2.62,0.54
  └─ Other WC items,0.73,1.12,-1.82,-0.57,-0.06
  └─ Working capital changes,-1.11,-2.44,-3.43,-4.60,-14.07
  └─ Direct taxes,-1.30,-1.29,-0.83,-0.71,-1.90
Cash from Investing Activity,-1,-1,-1,-0,-7
  └─ Fixed assets purchased,-1.35,-0.86,-0.66,-0.16,-0.17
  └─ Investments purchased,0.00,-0.05,0.00,0.00,0.00
  └─ Other investing items,-0.09,0.00,0.00,0.00,-7.25
Cash from Financing Activity,-2,-1,2,0,25
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,25.96
  └─ Proceeds from borrowings,0.29,0.22,3.94,2.25,0.51
  └─ Repayment of borrowings,-0.83,-0.16,-0.58,-0.39,0.00
  └─ Interest paid fin,-0.75,-0.93,-1.16,-1.29,-1.60
  └─ Dividends paid,-0.53,-0.53,-0.24,-0.16,0.00
Net Cash Flow,-0,0,-0,0,9
  └─ Free Cash Flow,2,1,-2,-0,-8
  └─ CFO/OP,259%,150%,-75%,21%,-84%
