Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-8,1,-8,1,6,-7,2,-1,5,-8,48
  └─ Profit from operations,-4.01,0.15,4.94,0.68,0.19,-1.23,0.70,1.17,1.66,-11.96,6.05
  └─ Receivables,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.66,1.13
  └─ Inventory,-3.34,2.39,-8.88,0.00,0.00,0.00,0.00,0.00,0.00,1.54,9.50
  └─ Payables,0.00,0.21,-0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.92,6.83
  └─ Loans Advances,-0.04,-1.77,0.43,0.00,0.00,0.00,0.00,0.10,-1.40,0.00,0.00
  └─ Operating investments,0.00,0.00,0.00,0.00,0.00,0.00,-2.12,-2.13,8.38,13.45,17.70
  └─ Operating borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.00
  └─ Other WC items,-0.08,0.08,-0.40,0.23,5.75,-5.20,5.36,-0.53,-0.66,-0.43,6.05
  └─ Working capital changes,-3.46,0.92,-9.05,0.23,5.75,-5.20,3.25,-2.56,6.31,19.86,41.21
  └─ Interest paid,-0.06,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Direct taxes,-0.13,-0.25,-3.83,-0.10,-0.03,-0.98,-1.69,-0.23,-3.55,-16.26,-0.16
  └─ Other operating items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.33,0.97
Cash from Investing Activity,8,1,10,-4,3,-1,0,-0,0,20,-9
  └─ Fixed assets purchased,-0.55,-0.40,-3.92,-4.68,-0.01,-0.13,0.00,-0.22,0.00,-8.96,-45.53
  └─ Fixed assets sold,0.00,0.00,0.00,0.30,0.01,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investments purchased,-34.21,-49.07,-87.89,-66.38,-91.62,-71.77,0.00,0.00,0.00,-0.24,0.00
  └─ Investments sold,40.03,48.79,100.51,66.46,98.60,70.97,0.00,0.00,0.00,2.72,36.95
  └─ Dividends received,2.50,2.12,1.53,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,0.00,0.00,0.00,0.00,-4.27,-0.09,0.00,0.00,0.00,26.80,0.00
Cash from Financing Activity,-1,-2,1,-0,-0,-0,-1,-1,-1,4,-17
  └─ Proceeds from borrowings,0.00,0.00,1.00,0.00,0.00,0.00,0.10,0.00,0.00,5.04,21.93
  └─ Repayment of borrowings,-0.55,-1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.94
  └─ Interest paid fin,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-19.12
  └─ Dividends paid,-0.24,-0.24,-0.25,-0.25,-0.25,-0.13,-0.25,-0.25,-0.25,-0.25,-1.30
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,0.00,-0.41,-0.41,-0.42,-0.43,-11.73
  └─ Other financing items,-0.05,-0.05,0.00,-0.05,-0.05,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,-1,1,3,-4,9,-8,2,-2,4,17,22
  └─ Free Cash Flow,-8,0,-12,-4,6,-8,2,-2,5,-17,3
  └─ CFO/OP,-335%,8%,-28%,231%,-106%,-117%,80%,-11%,31%,46%,-257%
