Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-6.55,-1.45,1.53,2.64,-0.65,1.54,3.00,-2.59,1.04
  └─ Profit from operations,8.91,9.59,3.16,-2.61,-2.70,2.41,2.19,0.81,0.71
  └─ Receivables,-2.50,-4.93,-0.09,1.69,-2.69,0.44,4.72,-5.14,1.03
  └─ Inventory,-4.09,-4.64,1.63,2.24,7.92,-2.42,-4.02,1.13,-1.06
  └─ Payables,0.00,0.00,0.00,1.03,-2.49,0.22,-0.77,0.46,0.64
  └─ Loans Advances,-6.65,0.42,-0.40,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other WC items,-0.55,0.19,-1.79,0.14,0.46,0.65,-0.28,-0.37,0.09
  └─ Working capital changes,-13.80,-8.96,-0.65,5.10,3.19,-1.12,-0.36,-3.92,0.71
  └─ Direct taxes,-1.67,-2.08,-0.98,0.15,-1.14,0.24,1.18,0.52,-0.38
Cash from Investing Activity,-5.34,0.75,6.44,-0.66,-0.48,-1.00,-0.39,-0.42,-0.78
  └─ Fixed assets purchased,-1.33,-3.83,-1.20,-0.75,-0.99,-1.13,-0.62,-0.46,-0.83
  └─ Fixed assets sold,0.00,0.00,0.00,0.00,0.51,0.00,0.00,0.00,0.00
  └─ Investments purchased,-4.01,0.00,0.00,-4.75,0.00,0.00,0.00,0.00,0.00
  └─ Investments sold,0.00,4.03,7.50,4.77,0.00,0.00,0.00,0.00,0.00
  └─ Interest received,0.00,0.55,0.14,0.07,0.00,0.14,0.26,0.04,0.05
  └─ Other investing items,0.00,0.00,0.00,0.00,0.00,0.00,-0.03,0.00,0.00
Cash from Financing Activity,13.38,-1.64,-7.91,0.67,-1.71,2.55,-5.82,3.01,-0.25
  └─ Proceeds from shares,23.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,2.55,0.00,1.09,0.00,2.98,0.00,3.60,0.42
  └─ Repayment of borrowings,-7.16,-2.65,-7.31,-0.02,-1.10,-0.02,-5.28,-0.01,-0.04
  └─ Interest paid fin,-2.69,-1.44,-0.60,-0.36,-0.57,-0.33,-0.46,-0.45,-0.58
  └─ Financial liabilities,0.00,0.00,0.00,-0.04,-0.05,-0.08,-0.09,-0.12,-0.05
  └─ Other financing items,0.00,-0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,1.49,-2.34,0.06,2.64,-2.84,3.09,-3.20,0.00,0.02
  └─ Free Cash Flow,-7.88,-5.28,0.33,1.89,-1.13,0.41,2.38,-3.05,0.21
  └─ CFO/OP,-54%,7%,81%,-93%,-19%,66%,97%,-587%,444%
