Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-0,-1,25,6,-6,-8,1,-13,-12,-5,-18
  └─ Profit from operations,-0.03,-5.22,-0.88,6.60,-0.66,-10.18,-10.10,-10.27,-10.26,-5.81,-3.36
  └─ Receivables,0.00,2.48,-0.64,-1.21,-1.93,-0.68,0.63,4.39,-2.10,0.15,-5.69
  └─ Inventory,0.00,0.73,0.35,-1.06,-7.16,4.89,-0.07,-2.25,7.64,-5.35,-0.87
  └─ Payables,0.00,1.12,-0.75,1.21,4.67,-0.55,1.87,-0.54,0.40,-0.22,2.08
  └─ Loans Advances,0.00,-0.02,27.70,1.50,0.00,1.00,8.00,0.00,0.00,0.00,0.00
  └─ Other WC items,0.00,-0.55,-0.21,-0.54,-1.03,-2.19,1.72,-3.97,-6.41,7.33,-9.02
  └─ Working capital changes,-0.01,3.76,26.45,-0.10,-5.46,2.47,12.15,-2.37,-0.48,1.91,-13.51
  └─ Direct taxes,0.00,0.06,-0.13,-0.28,-0.28,-0.66,-0.78,-0.76,-1.40,-0.97,-1.04
Cash from Investing Activity,0,4,14,5,-3,-4,-0,0,-3,-3,-4
  └─ Fixed assets purchased,0.00,-0.58,-0.13,-0.04,-1.23,-3.63,-0.33,-0.12,-0.01,-0.52,-1.89
  └─ Fixed assets sold,0.00,0.00,0.00,0.00,0.03,0.01,0.00,0.00,0.00,0.00,0.00
  └─ Investments purchased,0.00,-5.12,0.00,0.00,-2.15,0.00,0.00,0.00,-3.00,-12.86,-1.75
  └─ Investments sold,0.00,0.00,4.87,5.00,0.00,0.00,0.00,0.40,0.00,10.25,0.00
  └─ Interest received,0.00,5.10,3.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Dividends received,0.00,4.17,6.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash from Financing Activity,0,0,-38,-2,4,11,-2,18,6,16,14
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,25.32,0.00
  └─ Proceeds from borrowings,0.00,0.57,0.00,0.00,4.65,13.43,0.00,9.07,0.00,0.10,25.36
  └─ Repayment of borrowings,0.00,0.00,-36.36,-2.06,-0.10,0.00,-0.08,0.00,-7.62,0.00,0.00
  └─ Proceeds from deposits,0.00,0.00,1.05,0.00,0.00,0.00,0.00,0.00,15.50,9.58,0.00
  └─ Interest paid fin,0.00,-0.13,-2.90,-0.40,-0.51,-1.31,-2.24,-2.70,-2.09,-3.46,-1.86
  └─ Financial liabilities,0.00,0.00,0.00,0.00,-0.09,-0.13,-0.17,-0.19,-0.24,-0.08,-0.02
  └─ Other financing items,0.00,0.00,0.03,0.00,0.00,-0.50,0.00,-10.20,0.00,-15.50,-9.48
Net Cash Flow,-0,3,1,9,-6,-0,-2,5,-10,8,-8
  └─ Free Cash Flow,-0,-2,25,6,-8,-12,1,-14,-12,-5,-20
  └─ CFO/OP,133%,-16%,320%,104%,594%,69%,-17%,110%,94%,27%,176%
