Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,1.89,4.02,4.40,2.44,0.63,1.48,14.32,2.68,4.86
  └─ Profit from operations,2.47,10.60,5.76,3.23,4.58,4.86,5.69,6.97,4.88
  └─ Receivables,-4.24,-1.17,-0.58,-2.28,0.34,-8.47,2.57,-2.71,2.95
  └─ Payables,0.87,-1.26,0.10,0.51,-0.32,0.16,2.44,-0.74,-0.02
  └─ Loans Advances,-0.03,-1.99,0.20,0.01,-0.38,0.39,0.16,-0.55,0.18
  └─ Operating borrowings,2.06,-2.12,2.05,-1.06,-2.25,5.63,1.48,2.44,-7.29
  └─ Other WC items,1.47,2.40,-1.57,2.49,-0.29,-0.07,2.71,-1.52,3.31
  └─ Working capital changes,0.12,-4.14,0.21,-0.34,-2.88,-2.36,9.36,-3.08,-0.87
  └─ Direct taxes,-0.45,-2.44,-1.14,-0.49,-0.85,-0.93,-0.95,-0.85,0.00
  └─ Other operating items,-0.25,0.00,-0.43,0.03,-0.22,-0.09,0.21,-0.37,0.85
Cash from Investing Activity,-4.73,-1.57,-1.27,-0.55,-1.24,-5.18,-9.51,-5.64,-1.47
  └─ Fixed assets purchased,-4.01,-1.31,-0.82,-0.60,-0.76,-2.07,-2.74,-10.14,-2.21
  └─ Fixed assets sold,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.05
  └─ Investments purchased,0.00,-0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investments sold,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01
  └─ Other investing items,-0.72,-0.23,-0.45,0.05,-0.49,-3.12,-6.78,4.44,0.68
Cash from Financing Activity,6.13,-0.69,-2.13,-0.46,-0.61,1.57,2.02,-3.60,-0.30
  └─ Proceeds from shares,3.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,4.35,1.08,0.30,0.59,0.07,3.17,4.86,1.10,1.74
  └─ Repayment of borrowings,-1.50,-1.44,-2.03,-0.90,-0.53,-1.40,-2.04,-3.50,-3.33
  └─ Interest paid fin,-0.17,-0.48,-0.45,-0.40,-0.28,-0.19,-0.71,-1.17,-0.21
  └─ Other financing items,-0.20,0.15,0.06,0.25,0.12,0.00,-0.09,-0.02,1.50
Net Cash Flow,3.29,1.75,1.00,1.43,-1.23,-2.13,6.84,-6.56,3.09
  └─ Free Cash Flow,-2.12,2.71,3.58,1.84,-0.13,-0.59,11.60,-7.40,2.70
  └─ CFO/OP,73%,62%,99%,99%,35%,51%,271%,55%,84%
