Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,9,-8,6,16,0,0
  └─ Profit from operations,4.48,3.97,8.58,11.68,7.74,0.00
  └─ Receivables,0.99,0.27,-2.28,2.02,-5.72,0.00
  └─ Inventory,1.45,-11.77,-7.59,10.67,-0.91,0.00
  └─ Payables,2.28,-0.01,2.68,-4.45,3.88,0.00
  └─ Loans Advances,0.00,0.00,-0.50,-3.50,-3.20,0.00
  └─ Operating borrowings,0.00,0.00,5.68,0.00,0.00,0.00
  └─ Other WC items,-0.14,-0.20,-0.01,0.34,0.08,0.00
  └─ Working capital changes,4.57,-11.71,-2.03,5.07,-5.87,0.00
  └─ Direct taxes,-0.47,-0.29,-0.48,-1.21,-1.49,0.00
Cash from Investing Activity,-0,3,-2,-39,-27,0
  └─ Fixed assets purchased,-0.03,-0.22,-3.61,-41.42,-90.44,0.00
  └─ Investments purchased,-0.05,0.00,0.00,-18.51,-2.25,0.00
  └─ Investments sold,0.00,3.48,1.40,0.98,18.51,0.00
  └─ Interest received,0.00,0.00,0.00,0.62,0.94,0.00
  └─ Other investing items,0.00,0.00,0.00,-1.16,1.44,0.00
Cash from Financing Activity,-9,6,-1,19,26,0
  └─ Proceeds from shares,0.00,0.00,0.00,27.83,0.00,0.00
  └─ Proceeds from borrowings,5.78,4.51,0.00,0.00,30.33,0.00
  └─ Repayment of borrowings,-14.36,-0.10,-0.68,-6.73,-2.79,0.00
  └─ Investment subsidy,0.00,1.46,0.00,0.00,0.00,0.00
  └─ Interest paid fin,0.00,0.00,0.00,-2.13,-1.27,0.00
Net Cash Flow,-0,1,3,-4,0,0
  └─ Free Cash Flow,9,-8,2,-26,-90,0
  └─ CFO/OP,198%,-159%,60%,144%,25%,0%
