Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020
Cash from Operating Activity,6,2,-12,-4,2
  └─ Profit from operations,13.17,18.34,20.51,14.35,-8.67
  └─ Receivables,-10.46,-15.13,-15.24,-8.20,25.30
  └─ Payables,7.66,5.36,-13.32,-6.25,-4.14
  └─ Loans Advances,2.06,0.00,0.00,0.00,0.00
  └─ Other WC items,-1.38,-1.19,2.30,2.58,-10.28
  └─ Working capital changes,-2.12,-10.96,-26.26,-11.87,10.89
  └─ Direct taxes,-5.04,-5.77,-5.78,-6.59,-0.11
Cash from Investing Activity,-1,-4,-8,-1,1
  └─ Fixed assets purchased,-0.97,-2.17,-6.59,-0.87,-0.12
  └─ Fixed assets sold,0.02,0.03,0.05,0.06,0.00
  └─ Investments purchased,0.00,0.00,0.00,0.00,-0.13
  └─ Investments sold,0.00,0.21,0.25,0.02,0.00
  └─ Interest received,0.22,0.00,0.00,0.00,0.00
  └─ Other investing items,-0.03,-1.57,-1.45,0.25,1.49
Cash from Financing Activity,-3,-1,-2,-3,-4
  └─ Proceeds from borrowings,0.00,0.01,0.01,0.00,0.00
  └─ Repayment of borrowings,-2.84,0.00,0.00,-0.16,-0.06
  └─ Interest paid fin,-0.32,-0.54,-1.56,-2.66,-3.95
Net Cash Flow,2,-2,-21,-7,-1
  └─ Free Cash Flow,5,-1,-18,-5,2
  └─ CFO/OP,87%,43%,-29%,17%,-26%
