Metric,Mar 2015,Mar 2016
Cash from Operating Activity,15,28
  └─ Profit from operations,7.81,9.03
  └─ Receivables,3.86,-2.13
  └─ Inventory,0.20,0.10
  └─ Payables,-16.72,11.42
  └─ Loans Advances,5.82,7.70
  └─ Other WC items,13.71,1.48
  └─ Working capital changes,6.86,18.58
  └─ Direct taxes,-0.08,0.30
Cash from Investing Activity,-12,-17
  └─ Fixed assets purchased,-14.06,-17.95
  └─ Fixed assets sold,0.32,0.42
  └─ Investments purchased,-0.21,-0.17
  └─ Interest received,1.67,0.28
  └─ Other investing items,0.18,0.00
Cash from Financing Activity,-3,-5
  └─ Proceeds from borrowings,1.63,2.94
  └─ Repayment of borrowings,-2.80,-7.31
  └─ Interest paid fin,-1.31,-0.94
  └─ Dividends paid,-0.07,-0.07
  └─ Other financing items,-0.01,-0.01
Net Cash Flow,-0,5
  └─ Free Cash Flow,1,10
  └─ CFO/OP,230%,368%
