Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-0,3,4,4,-29,-31,46,-15
  └─ Profit from operations,3.11,3.86,3.20,7.18,11.41,14.75,23.62,35.41
  └─ Receivables,-32.29,5.14,1.87,0.23,-3.84,-6.51,-7.60,-26.43
  └─ Inventory,-6.24,-1.46,-0.35,-2.57,-14.15,-43.32,33.89,11.34
  └─ Payables,35.27,-4.57,0.75,-1.57,0.46,1.74,7.58,1.05
  └─ Loans Advances,0.00,0.00,-5.61,4.54,-20.64,2.82,-9.92,0.00
  └─ Operating borrowings,0.00,0.00,3.70,-1.11,0.44,0.00,0.00,-25.45
  └─ Other WC items,0.00,-0.06,-0.08,-1.33,0.08,-0.06,0.46,-3.59
  └─ Working capital changes,-3.26,-0.95,0.29,-1.81,-37.67,-45.32,24.41,-43.09
  └─ Direct taxes,0.00,-0.07,0.25,-0.90,-2.86,-0.24,-1.64,-7.55
Cash from Investing Activity,1,-0,-1,-1,-2,-10,-28,-25
  └─ Fixed assets purchased,-0.18,-1.82,-0.35,-0.65,-2.68,-9.83,-13.16,-28.45
  └─ Fixed assets sold,0.00,1.36,0.00,0.00,0.00,0.00,0.00,0.37
  └─ Capital WIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.33
  └─ Investments purchased,0.00,0.00,-0.61,0.00,0.00,0.00,0.00,0.00
  └─ Investments sold,0.01,0.45,0.00,0.01,0.16,0.00,0.00,0.00
  └─ Interest received,0.00,0.00,0.00,0.00,0.00,0.00,1.87,5.33
  └─ Other investing items,1.25,0.00,0.06,-0.12,0.09,-0.08,-17.20,6.55
Cash from Financing Activity,-3,-3,-2,16,13,44,-9,53
  └─ Proceeds from shares,0.00,0.00,0.00,19.41,16.06,48.19,7.00,33.51
  └─ Proceeds from borrowings,6.13,6.42,0.00,0.00,0.00,0.00,0.15,23.55
  └─ Repayment of borrowings,-9.04,-8.17,-0.98,-1.54,-1.48,-3.27,-14.55,0.00
  └─ Interest paid fin,-0.19,-1.04,-0.95,-1.59,-1.00,-0.99,-1.32,-3.12
  └─ Dividends paid,0.00,-0.10,0.00,0.00,-0.10,-0.32,-0.45,-0.54
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,-0.07,-0.13,0.00
Net Cash Flow,-2,-0,1,20,-18,3,9,14
  └─ Free Cash Flow,-0,2,3,4,-32,-41,33,-52
  └─ CFO/OP,-5%,79%,109%,77%,-251%,-233%,226%,-28%
