Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,5,128,31,115,103,51,144
  └─ Profit from operations,63,78,109,145,166,186,168
  └─ Receivables,-57,74,-72,-67,-62,-120,-46
  └─ Inventory,-2,2,-1,-0,-0,-1,-2
  └─ Payables,6,-4,13,31,46,41,43
  └─ Loans Advances,0,-0,1,0,0,0,0
  └─ Other WC items,-1,-9,3,26,-6,-8,1
  └─ Working capital changes,-54,63,-57,-10,-22,-88,-5
  └─ Interest paid,10,0,0,0,0,0,0
  └─ Direct taxes,-24,-13,-21,-20,-42,-47,-19
  └─ Other operating items,-0,0,0,0,0,0,0
  └─ Exceptional CF items,11,0,0,0,0,0,0
Cash from Investing Activity,-55,-17,-47,-153,-356,19,22
  └─ Fixed assets purchased,-13,-4,-14,-52,-39,-14,-19
  └─ Fixed assets sold,0,0,0,1,2,0,0
  └─ Investments purchased,-1,-2,0,-4,-3,-30,-33
  └─ Investments sold,0,0,4,0,0,0,0
  └─ Interest received,1,2,6,4,9,14,13
  └─ Dividends received,0,0,0,0,0,0,0
  └─ Acquisition of companies,-54,0,-50,-76,-76,-97,-16
  └─ Other investing items,13,-12,6,-26,-250,145,77
Cash from Financing Activity,56,-85,29,96,223,-35,-76
  └─ Proceeds from shares,0,0,0,0,643,0,0
  └─ Proceeds from borrowings,317,19,879,1080,1024,534,422
  └─ Repayment of borrowings,-256,-98,-836,-962,-1147,-538,-470
  └─ Interest paid fin,-2,-3,-5,-15,-20,-10,-2
  └─ Dividends paid,0,0,0,-1,-3,0,0
  └─ Financial liabilities,0,-3,-7,-7,-16,-20,-26
  └─ Other financing items,-3,0,-2,0,-258,0,0
Net Cash Flow,7,27,13,57,-31,35,90
  └─ Free Cash Flow,-8,125,18,64,66,38,125
  └─ CFO/OP,41%,194%,66%,145%,107%,59%,121%
