Metric,Mar 2007,Mar 2008,Mar 2009,Mar 2010
Cash from Operating Activity,7,18,43,44
  └─ Profit from operations,15.71,25.35,30.78,33.85
  └─ Receivables,-8.32,-3.55,-0.70,0.61
  └─ Inventory,-6.66,-7.29,-9.86,-1.00
  └─ Payables,7.43,4.88,23.26,12.76
  └─ Working capital changes,-7.55,-5.96,12.70,12.37
  └─ Direct taxes,-1.46,-1.55,-0.38,-2.06
Cash from Investing Activity,-58,-49,-37,-10
  └─ Fixed assets purchased,-58.93,-48.99,-39.24,-10.28
  └─ Fixed assets sold,0.12,0.12,1.41,0.18
  └─ Interest received,0.55,0.47,0.65,0.42
  └─ Other investing items,0.00,-0.49,-0.01,-0.21
Cash from Financing Activity,56,29,-6,-35
  └─ Proceeds from borrowings,71.20,47.48,34.93,17.31
  └─ Repayment of borrowings,-10.09,-9.33,-25.47,-37.27
  └─ Interest paid fin,-4.63,-8.49,-14.76,-14.58
  └─ Dividends paid,-0.70,-0.46,-0.71,0.00
  └─ Financial liabilities,-0.21,-0.18,-0.10,-0.08
Net Cash Flow,4,-2,-0,-0
  └─ Free Cash Flow,-52,-31,5,34
  └─ CFO/OP,53%,77%,153%,141%
