Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-8,-3,-28
  └─ Profit from operations,6.01,9.66,14.71
  └─ Receivables,-8.14,0.49,-14.80
  └─ Inventory,-2.51,-12.40,-29.16
  └─ Payables,0.65,0.22,0.19
  └─ Loans Advances,-4.80,-2.46,1.04
  └─ Operating borrowings,-0.02,-0.04,-0.05
  └─ Other WC items,0.92,1.07,2.99
  └─ Working capital changes,-13.91,-13.11,-39.79
  └─ Direct taxes,-0.21,0.21,-2.66
Cash from Investing Activity,-1,-2,-7
  └─ Fixed assets purchased,-0.68,-1.65,-6.58
  └─ Capital WIP,0.00,0.00,-0.91
  └─ Interest received,0.00,0.00,0.38
Cash from Financing Activity,8,10,42
  └─ Proceeds from shares,6.11,13.54,39.56
  └─ Proceeds from borrowings,3.89,0.00,2.72
  └─ Repayment of borrowings,-1.27,-2.79,-0.12
  └─ Interest paid fin,-0.67,-0.42,-0.61
Net Cash Flow,-1,5,7
  └─ Free Cash Flow,-9,-5,-35
  └─ CFO/OP,-133%,-44%,-175%
