Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0,3,-9,28,19,21,18,5,41,35,71
  └─ Profit from operations,0,18,25,31,23,26,31,43,54,58,76
  └─ Receivables,0,-4,1,-10,1,-18,-8,-26,60,-7,7
  └─ Inventory,0,-4,-6,-8,-2,-5,-4,-9,-44,-25,-16
  └─ Payables,0,1,1,3,-3,7,3,4,-11,1,8
  └─ Loans Advances,0,-6,-3,-1,1,0,0,0,0,0,0
  └─ Other WC items,-0,-1,-25,17,4,13,-3,-2,-14,12,4
  └─ Working capital changes,-0,-14,-31,2,0,-3,-11,-33,-10,-18,3
  └─ Direct taxes,-0,-1,-3,-5,-4,-1,-2,-6,-3,-6,-8
Cash from Investing Activity,-0,-36,-24,-40,-19,-26,-6,-23,-96,-48,-73
  └─ Fixed assets purchased,0,-7,-24,-39,-17,-24,-17,-22,-96,-52,-67
  └─ Fixed assets sold,0,0,0,0,0,0,0,0,0,0,0
  └─ Investments purchased,-0,-27,0,-0,-3,0,0,-0,-0,0,-2
  └─ Investments sold,0,0,0,0,0,0,9,0,0,6,0
  └─ Interest received,0,0,0,0,0,0,0,0,1,1,-1
  └─ Other investing items,0,-2,-0,-1,-0,-2,2,-1,-1,-2,-2
Cash from Financing Activity,0,30,36,8,1,4,-12,30,44,13,3
  └─ Proceeds from shares,0.00,33.62,29.77,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.40
  └─ Proceeds from borrowings,0.00,3.03,11.58,10.06,9.31,13.97,0.00,24.12,35.92,19.95,24.79
  └─ Repayment of borrowings,0.00,0.00,0.00,-0.82,-0.98,-1.78,-3.11,0.00,0.00,0.00,0.00
  └─ Interest paid fin,0.00,-6.58,-5.59,-7.85,-7.27,-8.22,-8.84,-9.25,-14.78,-16.03,-22.10
  └─ Other financing items,0.00,0.00,0.00,2.88,0.00,0.00,0.00,15.18,23.00,8.73,0.00
Net Cash Flow,-0,-2,3,-4,1,-1,1,12,-11,-0,2
  └─ Free Cash Flow,0,-3,-32,-11,3,-3,2,-17,-56,-18,5
  └─ CFO/OP,-67%,22%,-24%,111%,110%,94%,67%,25%,84%,70%,111%
