Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,170,503,1247,1237,3302
  └─ Profit from operations,134,479,818,1589,2845
  └─ Receivables,1,4,16,15,74
  └─ Inventory,0,0,0,-2,-9
  └─ Payables,22,7,267,-234,-45
  └─ Other WC items,22,40,224,13,722
  └─ Working capital changes,46,51,507,-209,742
  └─ Direct taxes,-10,-27,-78,-143,-285
Cash from Investing Activity,-48,-119,-3519,-5384,-362
  └─ Fixed assets purchased,-6,-1,-17,-6763,-37
  └─ Fixed assets sold,1,2,1,1,0
  └─ Investments purchased,-17,-361,-700,0,0
  └─ Investments sold,0,163,0,854,489
  └─ Interest received,3,0,0,0,0
  └─ Acquisition of companies,0,0,-2971,-133,-1259
  └─ Other investing items,-29,78,169,657,444
Cash from Financing Activity,-86,-386,2364,4471,-2707
  └─ Proceeds from shares,0,416,2704,5990,0
  └─ Proceeds from debentures,756,0,0,0,0
  └─ Proceeds from borrowings,0,1447,2244,1905,8781
  └─ Repayment of borrowings,-769,-1441,-1816,-1305,-8804
  └─ Interest paid fin,-72,-181,-232,-367,-831
  └─ Dividends paid,0,-603,-495,-1746,0
  └─ Other financing items,0,-23,-41,-7,-1853
Net Cash Flow,37,-2,92,324,233
  └─ Free Cash Flow,165,503,1231,-5525,3265
  └─ CFO/OP,120%,127%,156%,90%,125%
