Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-32,857,973,1214,1203
  └─ Profit from operations,196,1097,1111,1458,1766
  └─ Receivables,-159,-75,-86,35,-467
  └─ Payables,42,-9,13,-119,-4
  └─ Other WC items,-101,14,62,13,281
  └─ Working capital changes,-218,-70,-11,-71,-189
  └─ Direct taxes,-9,-170,-126,-173,-374
Cash from Investing Activity,-7711,-101,-463,-958,-711
  └─ Fixed assets purchased,-7,-144,-183,-124,-192
  └─ Fixed assets sold,0,2,0,2,1
  └─ Investments purchased,0,0,0,-376,-1221
  └─ Investments sold,9,28,12,0,894
  └─ Interest received,0,1,2,16,14
  └─ Other investing items,-7713,12,-295,-477,-206
Cash from Financing Activity,8116,-545,-751,-256,-501
  └─ Proceeds from shares,3993,0,0,378,0
  └─ Proceeds from borrowings,4161,0,0,0,0
  └─ Repayment of borrowings,0,-196,-428,-370,-235
  └─ Interest paid fin,-10,-246,-190,-132,-104
  └─ Dividends paid,0,0,0,0,-23
  └─ Financial liabilities,-26,-103,-126,-132,-139
  └─ Other financing items,-2,0,-7,0,0
Net Cash Flow,374,211,-241,-0,-9
  └─ Free Cash Flow,-39,716,791,1092,1011
  └─ CFO/OP,-12%,99%,101%,106%,90%
