Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Cash from Operating Activity,,-1.09,-0.37,-0.68,-0.46,0.72,-1.06,-2.47,-2.84
  └─ Profit from operations,,0.75,1.70,0.75,0.26,0.64,0.57,0.95,0.45
  └─ Receivables,,0.00,0.05,-0.27,0.23,0.00,0.03,0.00,0.00
  └─ Payables,,0.00,0.00,0.00,0.00,0.00,-0.02,-0.12,-0.02
  └─ Loans Advances,,-1.79,0.00,-0.85,-1.23,0.25,-1.66,-3.35,-3.11
  └─ Operating borrowings,,-0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other WC items,,0.09,-1.93,0.16,0.28,-0.17,0.02,0.05,-0.11
  └─ Working capital changes,,-1.73,-1.89,-0.96,-0.72,0.08,-1.63,-3.42,-3.24
  └─ Direct taxes,,-0.10,-0.18,-0.47,0.00,0.00,0.00,0.00,-0.05
Cash from Investing Activity,,0.05,-0.02,-0.39,0.16,-0.02,-0.58,-1.96,-0.01
  └─ Fixed assets purchased,,-0.35,0.00,-0.02,-0.02,0.00,-0.58,-1.97,-0.01
  └─ Fixed assets sold,,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investments purchased,,-0.03,-0.02,-0.37,0.00,0.00,0.00,0.00,0.00
  └─ Investments sold,,0.03,0.00,0.00,0.17,0.00,0.00,0.01,0.00
  └─ Other investing items,,0.00,0.00,0.00,0.00,-0.02,0.00,0.00,0.00
Cash from Financing Activity,,1.40,0.09,0.73,0.36,-0.30,1.12,4.52,2.86
  └─ Proceeds from borrowings,,1.56,0.19,0.83,0.36,0.00,1.12,4.52,2.86
  └─ Repayment of borrowings,,0.00,0.00,0.00,0.00,-0.30,0.00,0.00,0.00
  └─ Interest paid fin,,-0.07,-0.04,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Dividends paid,,-0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Financial liabilities,,0.00,0.00,-0.10,0.00,0.00,0.00,0.00,0.00
  └─ Other financing items,,-0.02,-0.06,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,,0.36,-0.30,-0.35,0.06,0.41,-0.51,0.09,0.01
  └─ Free Cash Flow,,-1.03,-0.37,-0.70,-0.48,0.72,-1.64,-4.44,-2.85
  └─ CFO/OP,,-94%,-10%,-27%,-177%,106%,-183%,-215%,-473%
