Metric,Mar 2008,Mar 2009,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,55.19,85.49,157.98,51.26,2.48,-1.14,1.20,-1.62,-0.15,0.73
  └─ Profit from operations,76.99,70.67,227.73,-1213.59,-0.89,1.07,0.83,-0.80,0.02,0.54
  └─ Receivables,-30.99,4.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Inventory,-98.25,77.39,82.63,440.75,0.08,0.00,0.00,0.00,0.00,0.00
  └─ Payables,30.42,-13.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Loans Advances,-7.54,-24.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other WC items,105.41,-9.63,-151.76,824.09,2.27,-2.20,0.36,-0.82,-0.17,0.19
  └─ Working capital changes,-0.95,34.21,-69.13,1264.84,2.34,-2.20,0.36,-0.82,-0.17,0.19
  └─ Direct taxes,-21.03,-19.13,-0.61,0.00,1.14,0.00,0.00,0.00,0.00,0.00
  └─ Other operating items,0.00,0.00,0.00,0.00,-0.11,0.00,0.00,0.00,0.00,0.00
  └─ Exceptional CF items,0.18,-0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash from Investing Activity,-53.94,-8.93,29.63,66.50,-1.44,1.44,0.02,0.61,0.05,0.06
  └─ Fixed assets purchased,-51.33,-5.59,-0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Fixed assets sold,0.00,0.00,18.05,0.31,0.00,0.00,0.00,0.00,0.00,0.05
  └─ Investments purchased,-0.02,-4.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investments sold,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.00,0.00
  └─ Interest received,0.77,2.44,12.05,64.35,0.07,0.06,0.05,0.05,0.05,0.06
  └─ Other investing items,-3.36,-0.81,0.00,1.84,-1.50,1.38,-0.02,0.00,0.00,-0.05
Cash from Financing Activity,5.29,-39.10,-186.43,-125.79,-0.28,-0.65,-0.79,0.00,0.00,-0.71
  └─ Proceeds from borrowings,17.77,-0.00,318.09,0.25,-0.00,0.62,-0.00,-0.00,-0.00,-0.00
  └─ Repayment of borrowings,-0.00,-20.30,-330.59,-63.93,-0.28,-1.27,-0.79,-0.00,-0.00,-0.71
  └─ Interest paid fin,-9.15,-9.73,-73.92,-62.11,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
  └─ Dividends paid,-3.33,-5.09,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
  └─ Share application money,-0.00,-0.00,-100.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
  └─ Other financing items,-0.00,-3.98,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
Net Cash Flow,6.54,37.46,1.19,-8.03,0.77,-0.35,0.43,-1.02,-0.10,0.08
  └─ Free Cash Flow,3.86,79.90,175.57,51.57,2.48,-1.14,1.20,-1.62,-0.15,0.78
  └─ CFO/OP,102%,154%,58%,-4%,-51%,91%,-121%,89%,15%,-730%
