Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-54,16,1,12,-28,5
  └─ Profit from operations,12.54,16.43,16.10,21.59,30.29,25.73
  └─ Receivables,1.05,-19.08,-5.14,-26.02,7.54,-15.64
  └─ Payables,-5.20,5.10,-10.38,6.06,-31.78,3.13
  └─ Loans Advances,0.00,0.00,0.30,0.04,0.00,-0.99
  └─ Operating borrowings,-57.45,17.13,3.65,10.67,1.74,0.05
  └─ Other WC items,-4.93,-1.31,-1.29,1.36,-28.69,3.06
  └─ Working capital changes,-66.52,1.85,-12.86,-7.90,-51.19,-10.39
  └─ Direct taxes,-0.14,-2.08,-2.61,-1.52,-7.31,-10.32
Cash from Investing Activity,-0,-7,-0,-0,-0,-0
  └─ Fixed assets purchased,-0.02,-7.20,-0.13,-0.11,-0.35,-0.02
Cash from Financing Activity,54,-9,-0,-12,29,-5
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,34.94,0.00
  └─ Proceeds from borrowings,0.00,0.00,8.81,0.00,0.00,3.03
  └─ Repayment of borrowings,0.00,0.00,0.00,-2.50,-3.23,0.00
  └─ Interest paid fin,-11.72,-9.02,-9.29,-9.57,-9.65,-8.01
  └─ Other financing items,65.82,0.00,0.00,0.00,6.50,0.00
Net Cash Flow,-0,-0,0,0,0,0
  └─ Free Cash Flow,-54,9,0,12,-29,5
  └─ CFO/OP,-429%,111%,20%,64%,-70%,58%
